label,timestamp,x,y,z
falling_left_pocket,0.000,-0.104,1.523,-9.674
falling_left_pocket,0.019,-0.133,1.537,-9.631
falling_left_pocket,0.039,-0.102,1.600,-9.556
falling_left_pocket,0.059,-0.135,1.535,-9.669
falling_left_pocket,0.078,-0.114,1.571,-9.582
falling_left_pocket,0.098,-0.116,1.564,-9.609
falling_left_pocket,0.117,-0.118,1.552,-9.621
falling_left_pocket,0.137,-0.116,1.571,-9.611
falling_left_pocket,0.157,-0.114,1.557,-9.606
falling_left_pocket,0.176,-0.118,1.566,-9.619
falling_left_pocket,0.196,-0.123,1.573,-9.604
falling_left_pocket,0.216,-0.118,1.549,-9.609
falling_left_pocket,0.235,-0.123,1.557,-9.611
falling_left_pocket,0.255,-0.121,1.561,-9.606
falling_left_pocket,0.274,-0.121,1.559,-9.614
falling_left_pocket,0.294,-0.123,1.557,-9.616
falling_left_pocket,0.314,-0.114,1.564,-9.611
falling_left_pocket,0.333,-0.118,1.561,-9.606
falling_left_pocket,0.353,-0.123,1.559,-9.604
falling_left_pocket,0.372,-0.116,1.571,-9.606
falling_left_pocket,0.392,-0.116,1.568,-9.616
falling_left_pocket,0.412,-0.106,1.559,-9.611
falling_left_pocket,0.431,-0.126,1.561,-9.619
falling_left_pocket,0.451,-0.116,1.576,-9.606
falling_left_pocket,0.470,-0.114,1.568,-9.609
falling_left_pocket,0.490,-0.106,1.571,-9.609
falling_left_pocket,0.510,-0.121,1.566,-9.599
falling_left_pocket,0.529,-0.121,1.566,-9.619
falling_left_pocket,0.549,-0.106,1.564,-9.616
falling_left_pocket,0.568,-0.118,1.571,-9.611
falling_left_pocket,0.588,-0.130,1.566,-9.609
falling_left_pocket,0.608,-0.126,1.568,-9.614
falling_left_pocket,0.627,-0.128,1.557,-9.616
falling_left_pocket,0.647,-0.150,1.559,-9.623
falling_left_pocket,0.667,-0.150,1.566,-9.616
falling_left_pocket,0.686,-0.109,1.571,-9.614
falling_left_pocket,0.706,-0.039,1.590,-9.604
falling_left_pocket,0.725,-0.006,1.619,-9.568
falling_left_pocket,0.745,-0.102,1.588,-9.604
falling_left_pocket,0.765,-0.111,1.585,-9.631
falling_left_pocket,0.784,-0.097,1.580,-9.573
falling_left_pocket,0.804,-0.111,1.576,-9.619
falling_left_pocket,0.823,-0.099,1.568,-9.601
falling_left_pocket,0.843,-0.102,1.583,-9.597
falling_left_pocket,0.863,-0.114,1.573,-9.609
falling_left_pocket,0.882,-0.111,1.580,-9.611
falling_left_pocket,0.902,-0.111,1.578,-9.599
falling_left_pocket,0.921,-0.109,1.583,-9.601
falling_left_pocket,0.941,-0.118,1.592,-9.611
falling_left_pocket,0.961,-0.114,1.590,-9.611
falling_left_pocket,0.980,-0.126,1.580,-9.616
falling_left_pocket,1.000,-0.111,1.597,-9.604
falling_left_pocket,1.019,-0.116,1.585,-9.601
falling_left_pocket,1.039,-0.116,1.585,-9.621
falling_left_pocket,1.059,-0.118,1.578,-9.604
falling_left_pocket,1.078,-0.123,1.578,-9.616
falling_left_pocket,1.098,-0.128,1.576,-9.611
falling_left_pocket,1.118,-0.154,1.573,-9.611
falling_left_pocket,1.137,-0.226,1.549,-9.601
falling_left_pocket,1.157,-0.291,1.506,-9.619
falling_left_pocket,1.176,-0.226,1.513,-9.640
falling_left_pocket,1.196,0.052,1.578,-9.671
falling_left_pocket,1.216,0.396,1.736,-9.446
falling_left_pocket,1.235,-0.152,1.609,-9.494
falling_left_pocket,1.255,-0.226,1.561,-9.829
falling_left_pocket,1.274,-0.097,1.535,-9.515
falling_left_pocket,1.294,-0.159,1.607,-9.654
falling_left_pocket,1.314,-0.147,1.573,-9.638
falling_left_pocket,1.333,-0.075,1.564,-9.582
falling_left_pocket,1.353,-0.111,1.602,-9.628
falling_left_pocket,1.372,-0.071,1.573,-9.587
falling_left_pocket,1.392,-0.133,1.590,-9.635
falling_left_pocket,1.412,-0.138,1.571,-9.619
falling_left_pocket,1.431,-0.085,1.578,-9.594
falling_left_pocket,1.451,-0.042,1.602,-9.592
falling_left_pocket,1.470,-0.102,1.602,-9.590
falling_left_pocket,1.490,-0.121,1.602,-9.626
falling_left_pocket,1.510,-0.109,1.590,-9.601
falling_left_pocket,1.529,-0.090,1.604,-9.604
falling_left_pocket,1.549,-0.095,1.607,-9.609
falling_left_pocket,1.569,-0.095,1.602,-9.609
falling_left_pocket,1.588,-0.104,1.597,-9.611
falling_left_pocket,1.608,-0.111,1.604,-9.601
falling_left_pocket,1.627,-0.095,1.597,-9.609
falling_left_pocket,1.647,-0.097,1.597,-9.604
falling_left_pocket,1.667,-0.099,1.595,-9.594
falling_left_pocket,1.686,-0.099,1.595,-9.601
falling_left_pocket,1.706,-0.104,1.607,-9.604
falling_left_pocket,1.725,-0.099,1.604,-9.611
falling_left_pocket,1.745,-0.102,1.616,-9.601
falling_left_pocket,1.765,-0.106,1.592,-9.604
falling_left_pocket,1.784,-0.092,1.595,-9.604
falling_left_pocket,1.804,-0.102,1.600,-9.601
falling_left_pocket,1.823,-0.102,1.600,-9.599
falling_left_pocket,1.843,-0.095,1.595,-9.599
falling_left_pocket,1.863,-0.097,1.602,-9.599
falling_left_pocket,1.882,-0.099,1.602,-9.609
falling_left_pocket,1.902,-0.106,1.607,-9.599
falling_left_pocket,1.921,-0.099,1.612,-9.606
falling_left_pocket,1.941,-0.097,1.607,-9.606
falling_left_pocket,1.961,-0.104,1.616,-9.604
falling_left_pocket,1.980,-0.097,1.607,-9.604
falling_left_pocket,2.000,-0.106,1.602,-9.609
falling_left_pocket,2.020,-0.097,1.597,-9.604
falling_left_pocket,2.039,-0.102,1.600,-9.606
falling_left_pocket,2.059,-0.095,1.602,-9.604
falling_left_pocket,2.078,-0.099,1.602,-9.601
falling_left_pocket,2.098,-0.099,1.600,-9.601
falling_left_pocket,2.118,-0.109,1.597,-9.601
falling_left_pocket,2.137,-0.090,1.597,-9.599
falling_left_pocket,2.157,-0.109,1.607,-9.599
falling_left_pocket,2.176,-0.104,1.602,-9.601
falling_left_pocket,2.196,-0.092,1.600,-9.601
falling_left_pocket,2.216,-0.106,1.607,-9.594
falling_left_pocket,2.235,-0.099,1.595,-9.614
falling_left_pocket,2.255,-0.109,1.607,-9.594
