label,timestamp,x,y,z
falling_left_pocket,0.000,0.463,0.080,9.671
falling_left_pocket,0.020,0.547,0.053,9.489
falling_left_pocket,0.040,0.480,0.080,9.635
falling_left_pocket,0.059,0.274,0.156,9.877
falling_left_pocket,0.079,0.097,0.216,10.116
falling_left_pocket,0.099,0.164,0.190,9.992
falling_left_pocket,0.118,0.291,0.151,9.855
falling_left_pocket,0.138,0.482,0.072,9.616
falling_left_pocket,0.157,0.533,0.056,9.501
falling_left_pocket,0.177,0.360,0.108,9.802
falling_left_pocket,0.197,0.246,0.156,9.884
falling_left_pocket,0.216,0.116,0.204,10.073
falling_left_pocket,0.236,0.219,0.178,9.905
falling_left_pocket,0.255,0.293,0.149,9.865
falling_left_pocket,0.275,0.461,0.092,9.664
falling_left_pocket,0.295,0.523,0.068,9.523
falling_left_pocket,0.314,0.346,0.118,9.824
falling_left_pocket,0.334,0.258,0.161,9.889
falling_left_pocket,0.353,0.217,0.180,9.913
falling_left_pocket,0.373,0.191,0.175,9.929
falling_left_pocket,0.393,0.253,0.163,9.872
falling_left_pocket,0.412,0.289,0.149,9.872
falling_left_pocket,0.432,0.432,0.101,9.702
falling_left_pocket,0.451,0.511,0.077,9.535
falling_left_pocket,0.471,0.351,0.130,9.831
falling_left_pocket,0.491,0.267,0.151,9.886
falling_left_pocket,0.510,0.238,0.163,9.886
falling_left_pocket,0.530,0.246,0.159,9.884
falling_left_pocket,0.549,0.250,0.161,9.881
falling_left_pocket,0.569,0.279,0.154,9.877
falling_left_pocket,0.589,0.380,0.115,9.800
falling_left_pocket,0.608,0.499,0.075,9.535
falling_left_pocket,0.628,0.382,0.118,9.783
falling_left_pocket,0.648,0.289,0.154,9.889
falling_left_pocket,0.667,0.250,0.166,9.877
falling_left_pocket,0.687,0.258,0.161,9.879
falling_left_pocket,0.706,0.269,0.151,9.872
falling_left_pocket,0.726,0.296,0.142,9.872
falling_left_pocket,0.746,0.435,0.103,9.702
falling_left_pocket,0.765,0.463,0.082,9.611
falling_left_pocket,0.785,0.334,0.142,9.848
falling_left_pocket,0.804,0.281,0.151,9.884
falling_left_pocket,0.824,0.281,0.156,9.879
falling_left_pocket,0.844,0.269,0.147,9.891
falling_left_pocket,0.863,0.293,0.142,9.877
falling_left_pocket,0.883,0.408,0.101,9.738
falling_left_pocket,0.902,0.468,0.092,9.625
falling_left_pocket,0.922,0.341,0.144,9.848
falling_left_pocket,0.942,0.293,0.151,9.881
falling_left_pocket,0.961,0.274,0.161,9.879
falling_left_pocket,0.981,0.298,0.147,9.881
falling_left_pocket,1.000,0.329,0.137,9.850
falling_left_pocket,1.019,0.447,0.096,9.652
falling_left_pocket,1.040,0.420,0.103,9.733
falling_left_pocket,1.059,0.308,0.147,9.874
falling_left_pocket,1.079,0.291,0.151,9.879
falling_left_pocket,1.099,0.293,0.149,9.877
falling_left_pocket,1.118,0.327,0.137,9.860
falling_left_pocket,1.138,0.425,0.101,9.714
falling_left_pocket,1.157,0.423,0.111,9.702
falling_left_pocket,1.177,0.334,0.137,9.850
falling_left_pocket,1.197,0.296,0.144,9.881
falling_left_pocket,1.216,0.298,0.139,9.879
falling_left_pocket,1.236,0.329,0.130,9.848
falling_left_pocket,1.255,0.425,0.094,9.719
falling_left_pocket,1.275,0.415,0.108,9.728
falling_left_pocket,1.295,0.327,0.135,9.850
falling_left_pocket,1.314,0.305,0.142,9.872
falling_left_pocket,1.334,0.301,0.149,9.881
falling_left_pocket,1.353,0.360,0.127,9.819
falling_left_pocket,1.373,0.425,0.101,9.697
falling_left_pocket,1.393,0.387,0.108,9.774
falling_left_pocket,1.412,0.313,0.144,9.869
falling_left_pocket,1.432,0.298,0.144,9.886
falling_left_pocket,1.451,0.320,0.139,9.860
falling_left_pocket,1.471,0.396,0.113,9.762
falling_left_pocket,1.491,0.413,0.108,9.728
falling_left_pocket,1.510,0.365,0.125,9.812
falling_left_pocket,1.530,0.315,0.139,9.886
falling_left_pocket,1.550,0.308,0.144,9.881
falling_left_pocket,1.569,0.370,0.130,9.793
falling_left_pocket,1.589,0.408,0.111,9.743
falling_left_pocket,1.608,0.389,0.108,9.776
falling_left_pocket,1.628,0.325,0.137,9.865
falling_left_pocket,1.648,0.308,0.144,9.877
falling_left_pocket,1.667,0.348,0.127,9.814
falling_left_pocket,1.687,0.384,0.120,9.771
falling_left_pocket,1.706,0.392,0.125,9.771
falling_left_pocket,1.726,0.344,0.130,9.824
falling_left_pocket,1.746,0.308,0.142,9.881
falling_left_pocket,1.765,0.346,0.125,9.841
falling_left_pocket,1.785,0.382,0.115,9.776
falling_left_pocket,1.804,0.384,0.118,9.771
falling_left_pocket,1.824,0.358,0.118,9.798
falling_left_pocket,1.844,0.322,0.135,9.884
falling_left_pocket,1.863,0.339,0.132,9.843
falling_left_pocket,1.883,0.382,0.123,9.781
falling_left_pocket,1.902,0.377,0.118,9.783
falling_left_pocket,1.922,0.363,0.135,9.807
falling_left_pocket,1.942,0.315,0.137,9.872
falling_left_pocket,1.961,0.360,0.120,9.819
