label,timestamp,x,y,z
falling_left_pocket,0.000,3.213,-9.399,1.134
falling_left_pocket,0.020,3.407,-9.903,1.358
falling_left_pocket,0.040,3.480,-9.963,1.685
falling_left_pocket,0.061,3.448,-9.558,1.617
falling_left_pocket,0.081,3.290,-9.283,0.787
falling_left_pocket,0.101,3.002,-9.344,0.041
falling_left_pocket,0.121,3.261,-9.459,-0.021
falling_left_pocket,0.141,3.491,-9.582,0.525
falling_left_pocket,0.161,3.448,-9.682,0.795
falling_left_pocket,0.182,3.773,-9.727,0.476
falling_left_pocket,0.201,4.096,-9.749,0.490
falling_left_pocket,0.222,4.120,-9.428,0.513
falling_left_pocket,0.242,3.886,-8.871,0.274
falling_left_pocket,0.262,3.853,-8.531,-0.337
falling_left_pocket,0.285,4.044,-8.484,-1.366
falling_left_pocket,0.296,4.374,-8.944,-2.880
falling_left_pocket,0.301,4.614,-9.208,-3.761
falling_left_pocket,0.321,4.571,-9.677,-4.335
falling_left_pocket,0.340,3.670,-10.290,-2.889
falling_left_pocket,0.360,2.411,-10.644,0.266
falling_left_pocket,0.380,1.611,-10.778,2.684
falling_left_pocket,0.399,0.922,-10.678,4.131
falling_left_pocket,0.419,0.285,-10.318,5.160
falling_left_pocket,0.439,-0.237,-9.816,5.495
falling_left_pocket,0.459,-0.706,-8.973,4.739
falling_left_pocket,0.479,-0.850,-7.838,3.302
falling_left_pocket,0.499,-0.702,-6.986,1.928
falling_left_pocket,0.519,-0.548,-6.799,1.176
falling_left_pocket,0.540,-0.500,-7.919,1.090
falling_left_pocket,0.560,-0.180,-10.864,1.368
falling_left_pocket,0.580,0.548,-15.365,3.752
falling_left_pocket,0.601,2.224,-17.046,3.427
falling_left_pocket,0.621,3.709,-13.349,-1.228
falling_left_pocket,0.642,3.867,-8.681,-3.780
falling_left_pocket,0.662,3.713,-6.301,-3.205
falling_left_pocket,0.682,4.029,-6.334,-1.630
falling_left_pocket,0.703,5.040,-7.819,-0.174
falling_left_pocket,0.723,5.969,-9.567,1.138
falling_left_pocket,0.743,5.926,-10.160,1.085
