label,timestamp,x,y,z
falling_right_pocket,0.000,2.112,-8.753,0.063
falling_right_pocket,0.020,0.724,-7.479,0.220
falling_right_pocket,0.041,-0.189,-6.825,0.270
falling_right_pocket,0.061,-0.711,-6.386,0.499
falling_right_pocket,0.081,-1.332,-6.801,1.235
falling_right_pocket,0.101,-0.949,-10.391,1.793
falling_right_pocket,0.121,1.183,-15.440,2.264
falling_right_pocket,0.141,2.126,-18.061,7.614
falling_right_pocket,0.161,3.428,-13.041,1.013
falling_right_pocket,0.182,2.197,-8.335,-3.009
falling_right_pocket,0.202,1.687,-5.583,-2.565
falling_right_pocket,0.221,6.303,-5.014,-4.005
falling_right_pocket,0.242,9.238,-6.874,-3.312
falling_right_pocket,0.262,7.851,-9.127,-0.535
falling_right_pocket,0.282,7.192,-10.510,1.620
falling_right_pocket,0.302,6.557,-9.559,2.160
falling_right_pocket,0.323,4.519,-7.839,1.040
falling_right_pocket,0.343,3.591,-7.421,0.123
falling_right_pocket,0.363,3.727,-7.700,0.465
falling_right_pocket,0.383,3.525,-8.295,1.972
falling_right_pocket,0.403,2.776,-8.302,3.165
falling_right_pocket,0.423,3.324,-7.425,2.389
falling_right_pocket,0.444,3.621,-7.357,-1.614
falling_right_pocket,0.464,1.996,-8.313,-6.619
falling_right_pocket,0.484,0.621,-8.526,-4.341
falling_right_pocket,0.504,1.360,-8.421,0.153
falling_right_pocket,0.524,4.602,-8.204,-1.208
falling_right_pocket,0.544,5.576,-7.885,-0.223
falling_right_pocket,0.564,5.904,-7.533,-1.151
falling_right_pocket,0.577,5.385,-7.254,-2.003
falling_right_pocket,0.597,4.882,-7.321,-3.196
falling_right_pocket,0.617,4.772,-7.618,-4.570
falling_right_pocket,0.637,5.361,-7.378,-3.833
falling_right_pocket,0.657,6.687,-6.243,-2.372
falling_right_pocket,0.677,8.531,-5.444,-2.377
falling_right_pocket,0.697,7.448,-5.717,-3.124
falling_right_pocket,0.717,4.738,-5.324,-3.215
falling_right_pocket,0.738,5.054,-3.399,-2.875
falling_right_pocket,0.758,6.668,-2.298,-3.406
falling_right_pocket,0.778,7.089,-3.754,-4.603
falling_right_pocket,0.798,5.959,-5.587,-4.196
falling_right_pocket,0.818,3.905,-4.970,-1.793
falling_right_pocket,0.839,3.503,-1.886,-0.141
falling_right_pocket,0.859,7.214,1.394,0.324
falling_right_pocket,0.879,10.269,1.839,0.381
falling_right_pocket,0.899,6.050,-0.076,-0.830
falling_right_pocket,0.920,1.578,-1.570,-1.730
falling_right_pocket,0.940,2.521,-1.900,-0.576
falling_right_pocket,0.960,5.260,-0.574,1.176
falling_right_pocket,0.980,7.266,1.988,5.256
falling_right_pocket,1.000,3.531,4.890,10.475
falling_right_pocket,1.020,10.297,5.455,12.812
falling_right_pocket,1.039,37.352,-0.023,21.139
falling_right_pocket,1.061,58.033,-3.050,23.619
falling_right_pocket,1.081,47.412,-3.983,0.190
falling_right_pocket,1.101,8.253,-11.994,-6.557
falling_right_pocket,1.121,-15.325,-10.989,1.722
falling_right_pocket,1.141,-9.038,-0.344,-4.848
falling_right_pocket,1.161,-2.823,4.904,-4.029
falling_right_pocket,1.182,-2.957,4.090,2.938
falling_right_pocket,1.202,-0.271,0.939,9.043
falling_right_pocket,1.222,8.813,0.206,15.436
falling_right_pocket,1.242,20.118,-0.416,17.227
falling_right_pocket,1.262,23.303,-0.924,13.636
falling_right_pocket,1.282,13.965,0.321,8.962
falling_right_pocket,1.302,3.977,0.446,6.826
falling_right_pocket,1.323,2.286,-0.196,7.444
falling_right_pocket,1.343,4.719,-0.560,8.100
falling_right_pocket,1.363,6.213,-1.422,8.071
falling_right_pocket,1.383,5.892,-0.928,6.994
falling_right_pocket,1.403,4.690,0.451,3.341
falling_right_pocket,1.423,3.919,1.021,0.788
falling_right_pocket,1.444,3.153,1.112,3.704
falling_right_pocket,1.464,2.435,1.025,16.173
falling_right_pocket,1.484,1.085,1.164,20.095
falling_right_pocket,1.504,0.060,1.102,12.170
falling_right_pocket,1.524,0.328,1.226,10.399
falling_right_pocket,1.544,0.462,1.566,10.734
falling_right_pocket,1.564,0.309,1.308,10.274
falling_right_pocket,1.585,-0.204,0.465,9.929
falling_right_pocket,1.605,-1.166,-0.263,9.915
falling_right_pocket,1.625,-2.732,-0.335,9.944
falling_right_pocket,1.645,-3.867,-0.090,10.035
falling_right_pocket,1.665,-4.116,0.206,10.145
falling_right_pocket,1.685,-2.737,0.221,10.001
falling_right_pocket,1.705,-0.433,-0.162,9.762
falling_right_pocket,1.726,0.558,-0.435,9.723
falling_right_pocket,1.746,0.333,-0.382,9.781
falling_right_pocket,1.766,0.251,-0.325,9.781
falling_right_pocket,1.786,0.237,-0.354,9.771
falling_right_pocket,1.806,0.476,-0.440,9.728
falling_right_pocket,1.826,1.276,-0.569,9.652
falling_right_pocket,1.847,1.319,-0.608,9.637
falling_right_pocket,1.867,0.778,-0.497,9.743
falling_right_pocket,1.887,0.601,-0.335,9.834
falling_right_pocket,1.907,0.673,-0.042,9.771
falling_right_pocket,1.926,0.874,0.379,9.728
falling_right_pocket,1.947,0.869,0.733,9.771
falling_right_pocket,1.967,0.611,0.623,9.790
falling_right_pocket,1.988,0.376,0.001,9.776
falling_right_pocket,2.008,0.328,-0.502,9.767
falling_right_pocket,2.028,0.357,-0.497,9.767
falling_right_pocket,2.048,0.520,-0.948,9.728
falling_right_pocket,2.068,0.840,-1.843,9.676
falling_right_pocket,2.088,0.864,-1.402,9.685
falling_right_pocket,2.108,0.687,-0.488,9.728
falling_right_pocket,2.129,0.644,-0.349,9.747
falling_right_pocket,2.149,0.644,-0.359,9.752
