timestamp,x,y,z
0.000,-4.455,-9.105,-1.232
0.019,-4.103,-8.932,-1.071
0.038,-3.868,-8.875,-0.506
0.058,-3.945,-8.712,-0.808
0.077,-4.060,-8.758,-1.012
0.096,-4.263,-8.420,-0.753
0.116,-4.029,-8.652,-1.040
0.135,-3.868,-8.700,-1.057
0.155,-3.797,-8.621,-0.935
0.174,-3.813,-8.681,-0.882
0.193,-3.883,-8.810,-0.949
0.213,-4.034,-8.825,-0.863
0.232,-4.101,-8.779,-0.794
0.251,-4.096,-8.731,-0.760
0.271,-3.998,-8.691,-0.825
0.290,-3.923,-8.770,-0.822
0.309,-3.952,-8.729,-0.827
0.329,-3.861,-8.722,-0.890
0.348,-3.797,-8.698,-0.913
0.367,-3.828,-8.779,-0.806
0.387,-3.868,-8.786,-1.036
0.406,-3.816,-8.839,-0.868
0.425,-3.751,-8.803,-0.913
0.445,-3.926,-8.473,-1.100
0.464,-3.579,-8.995,-1.038
0.484,-3.710,-8.846,-0.789
0.503,-3.605,-8.796,-0.736
0.522,-3.586,-8.777,-0.808
0.542,-3.612,-8.815,-0.724
0.561,-3.641,-8.781,-0.720
0.580,-3.536,-8.669,-0.837
0.600,-3.323,-8.676,-0.803
0.619,-3.299,-8.841,-0.595
0.638,-3.663,-8.822,-0.542
0.658,-3.844,-8.822,-0.559
0.677,-3.799,-8.801,-0.530
0.696,-3.636,-8.736,-0.389
0.716,-3.562,-8.583,-0.483
0.735,-3.586,-8.298,-0.559
0.755,-3.548,-8.267,-0.401
0.774,-3.540,-8.420,-0.315
0.793,-3.579,-8.595,-0.461
0.813,-3.643,-8.554,-0.569
0.832,-3.670,-8.365,-0.959
0.851,-3.433,-8.111,-0.949
0.871,-2.908,-8.022,-0.351
0.890,-2.813,-7.738,-0.916
0.909,-2.722,-7.117,-1.371
0.929,-2.554,-6.337,-1.656
0.947,-2.559,-5.434,-1.809
0.967,-2.202,-4.699,-1.093
0.987,-1.809,-4.125,-0.188
1.006,-1.776,-3.579,0.309
1.025,-2.077,-3.423,0.213
1.045,-2.224,-4.196,-1.107
1.064,-2.896,-5.054,-0.770
1.084,-4.062,-4.979,0.637
1.103,-4.790,-4.905,1.391
1.122,-4.266,-5.355,1.051
1.142,-3.507,-5.678,-0.028
1.161,-2.853,-5.599,-1.445
1.180,-2.429,-5.226,-1.842
1.200,-2.326,-4.953,-2.534
1.219,-3.873,-5.073,-3.526
1.238,-4.955,-5.449,-4.749
1.258,-3.507,-6.009,-4.246
1.277,-1.627,-6.440,-4.122
1.296,-2.094,-5.544,-4.021
1.316,-3.923,-3.809,-4.244
1.335,-4.910,-2.858,-6.071
1.355,-5.647,-3.191,-8.032
1.374,-7.129,-5.042,-6.842
1.393,-11.863,-8.652,-5.259
1.413,-17.353,-13.328,-3.772
1.432,-16.065,-15.162,-1.004
1.451,-10.661,-11.384,-1.558
1.471,-5.765,-5.542,-0.380
1.490,-4.460,-0.967,-0.171
1.509,-6.366,0.110,-0.631
1.529,-16.134,-1.970,0.886
1.548,-38.353,-8.006,0.486
1.567,-63.608,2.363,-4.510
1.587,-22.235,6.565,-1.263
1.606,7.214,-12.655,7.422
1.625,-1.414,-8.439,6.697
1.645,-12.191,2.926,4.714
1.664,-16.015,8.854,2.150
1.684,-10.613,7.360,3.199
1.703,-3.641,1.072,4.614
1.722,-5.362,-0.804,4.949
1.742,-11.202,2.315,5.112
1.761,-11.509,4.570,5.059
1.780,-8.978,5.861,5.478
1.800,-6.780,7.123,4.808
1.819,-6.095,7.135,5.483
1.838,-7.632,4.561,3.192
1.858,-8.820,2.270,1.588
1.877,-4.900,3.519,3.249
1.896,1.274,5.207,10.511
1.916,2.238,6.115,15.060
1.935,-2.693,5.648,12.175
1.955,-5.758,2.248,10.320
1.974,-2.607,-0.583,9.046
1.993,-0.126,-0.040,8.952
2.013,-0.524,1.214,9.101
2.032,-3.421,1.386,7.870
2.051,-3.358,-0.306,7.875
2.071,-1.184,-0.909,8.447
2.090,-0.593,0.553,7.291
2.109,-2.257,2.028,7.659
2.129,-4.814,1.798,9.182
2.148,-5.643,1.072,8.651
2.167,-3.643,1.307,8.627
2.187,-2.039,2.497,9.465
2.206,-2.827,3.388,9.407
2.226,-3.928,2.373,9.917
2.245,-4.017,0.855,10.106
2.264,-3.385,0.617,9.414
2.284,-2.580,0.673,8.203
2.303,-3.267,0.361,8.186
2.322,-4.002,0.060,8.840
2.342,-5.085,0.979,8.912
2.361,-5.149,2.100,9.424
2.380,-5.279,2.708,8.790
2.400,-6.505,2.463,8.418
2.419,-6.713,1.673,8.861
2.438,-5.717,1.647,9.060
2.458,-5.204,3.122,8.280
2.477,-4.649,4.111,7.564
2.496,-5.140,3.306,8.375
2.516,-5.590,1.884,9.460
2.535,-5.547,0.926,9.149
2.555,-4.702,0.567,7.889
2.574,-3.500,0.524,7.844
2.593,-2.887,0.371,8.385
2.613,-2.971,-0.026,8.703
2.632,-3.409,-0.524,8.768
2.651,-4.280,-0.665,8.526
2.671,-5.190,-0.516,8.505
2.690,-5.595,-0.030,8.361
2.709,-5.918,0.787,8.033
2.728,-6.009,1.611,7.806
2.748,-5.844,2.033,7.681
2.767,-5.901,2.186,7.935
2.787,-5.896,2.346,8.316
2.806,-5.619,2.454,8.265
2.825,-6.011,2.933,8.045
2.845,-6.478,3.625,7.870
2.864,-6.117,3.835,7.693
2.884,-5.652,3.562,7.727
2.903,-5.927,3.239,8.141
2.922,-5.956,2.681,7.712
2.942,-5.647,2.262,7.444
2.961,-5.418,2.219,7.779
2.980,-5.698,2.322,7.755
3.000,-6.052,2.052,7.748
3.019,-6.516,1.439,8.117
3.038,-6.708,1.240,8.055
3.058,-6.059,1.499,7.578
3.077,-5.415,1.843,7.621
3.096,-5.264,1.889,7.683
3.116,-6.112,1.879,7.609
3.135,-6.660,1.745,7.980
3.154,-6.169,1.554,7.964
3.174,-5.913,1.676,7.624
3.193,-6.109,1.798,7.504
3.213,-6.193,1.396,7.389
3.232,-6.404,0.821,7.995
3.251,-6.327,0.661,8.399
3.271,-6.078,1.228,8.086
3.290,-5.681,1.738,7.774
3.309,-5.305,1.700,7.803
3.329,-5.307,1.424,8.021
3.348,-5.157,1.015,8.387
3.367,-5.101,1.096,8.507
3.387,-5.063,1.558,8.653
3.406,-4.790,1.795,8.548
3.425,-4.666,1.786,8.426
3.445,-4.781,1.625,8.397
3.464,-4.984,1.551,8.227
3.483,-5.152,1.659,8.100
3.503,-5.315,1.915,8.138
3.522,-5.434,2.169,8.225
3.542,-5.355,2.250,8.189
3.561,-5.262,2.250,8.076
3.580,-5.248,2.155,7.980
3.600,-5.334,2.040,8.134
3.619,-5.398,1.987,8.361
3.638,-5.281,2.049,8.411
3.658,-5.123,2.140,8.289
3.677,-5.082,2.298,8.177
3.696,-5.018,2.298,8.351
3.716,-4.884,2.121,8.462
3.735,-4.790,1.970,8.526
3.754,-4.723,1.922,8.450
3.774,-4.623,1.932,8.387
3.793,-4.620,1.920,8.478
3.813,-4.649,1.872,8.497
3.832,-4.726,1.958,8.474
3.851,-4.781,1.973,8.471
3.871,-4.771,2.037,8.244
