timestamp,x,y,z
0.000,-0.126,0.100,10.597
0.019,-0.933,0.232,10.221
0.038,-0.543,0.266,9.474
0.058,-0.308,0.548,8.976
0.077,-0.356,0.838,8.086
0.097,-0.464,0.974,8.026
0.116,-0.725,0.759,8.916
0.135,-0.854,0.675,9.903
0.155,-0.983,0.447,10.765
0.174,-0.665,0.297,10.466
0.193,-0.205,0.395,9.728
0.213,0.220,0.723,8.916
0.232,0.045,0.828,9.058
0.252,-0.423,0.706,9.901
0.271,-0.655,0.321,10.992
0.290,-0.830,0.258,11.167
0.310,-1.036,0.673,10.583
0.329,0.069,0.620,9.910
0.348,0.409,1.139,9.723
0.368,0.728,1.400,9.340
0.387,0.759,1.386,8.988
0.407,0.505,1.333,8.802
0.426,0.428,1.281,9.127
0.445,0.230,1.324,9.089
0.465,0.127,1.470,8.775
0.484,-0.241,1.527,8.641
0.503,-0.378,1.350,8.986
0.523,-0.773,1.216,9.575
0.542,-0.789,1.195,9.721
0.562,-0.825,1.245,9.496
0.581,-0.691,1.348,9.671
0.600,-0.435,1.405,9.884
0.620,-0.445,1.405,9.592
0.639,-0.449,1.515,9.312
0.657,-0.469,1.513,9.158
0.678,-0.564,1.434,9.611
0.697,-0.629,1.436,9.872
0.717,-0.624,1.503,9.879
0.736,-0.655,1.515,9.793
0.755,-0.588,1.429,9.788
0.775,-0.461,1.429,9.635
0.794,-0.394,1.453,9.484
0.813,-0.358,1.463,9.551
0.833,-0.430,1.314,9.956
0.852,-0.631,1.297,9.958
0.872,-0.610,1.432,9.565
0.891,-0.332,1.561,9.156
0.910,0.088,1.817,8.823
0.930,0.232,2.023,8.500
0.949,0.194,1.894,8.488
0.968,-0.361,2.004,8.799
0.988,-0.811,2.076,9.225
1.007,-0.809,2.329,9.295
1.027,-0.222,2.222,8.835
1.046,-0.588,2.452,7.628
1.065,-1.141,2.720,6.680
1.085,-1.149,2.844,7.535
1.104,-0.708,2.559,8.189
1.123,-0.603,2.349,8.112
1.143,-0.751,2.416,7.197
1.162,-0.849,2.531,6.513
1.182,-0.962,2.629,6.216
1.201,-1.137,2.401,6.127
1.220,-0.971,2.186,6.261
1.240,-0.239,2.030,6.721
1.259,-0.021,2.080,6.575
1.278,-0.167,2.226,5.541
1.298,-0.246,2.250,4.758
1.317,0.127,2.224,4.870
1.337,0.517,1.982,5.179
1.356,0.009,1.906,5.277
