label,timestamp,x,y,z
falling_left_hand,0.000,-1.301,3.046,7.948
falling_left_hand,0.020,-1.612,2.613,9.230
falling_left_hand,0.040,-1.499,2.333,10.160
falling_left_hand,0.060,-0.881,2.311,12.132
falling_left_hand,0.080,-0.256,2.525,11.770
falling_left_hand,0.101,-0.899,2.039,9.249
falling_left_hand,0.121,-2.063,2.143,8.693
falling_left_hand,0.141,-0.588,3.399,9.302
falling_left_hand,0.161,1.359,5.092,8.514
falling_left_hand,0.181,2.030,5.795,7.755
falling_left_hand,0.201,1.234,5.209,7.880
falling_left_hand,0.221,0.775,4.618,9.105
falling_left_hand,0.242,0.134,3.277,10.472
falling_left_hand,0.262,-0.941,3.483,9.705
falling_left_hand,0.282,-0.390,3.801,8.295
falling_left_hand,0.302,0.745,5.657,7.698
falling_left_hand,0.322,0.040,5.151,8.080
falling_left_hand,0.342,-0.578,3.889,8.397
falling_left_hand,0.363,-0.549,4.098,8.680
falling_left_hand,0.383,-0.418,4.720,8.657
falling_left_hand,0.403,0.903,4.360,8.585
falling_left_hand,0.423,1.141,4.771,8.875
falling_left_hand,0.443,-0.377,4.327,7.996
falling_left_hand,0.463,-0.836,4.315,7.551
falling_left_hand,0.483,0.724,4.418,8.462
falling_left_hand,0.504,1.781,4.542,9.063
falling_left_hand,0.524,2.047,4.870,9.073
falling_left_hand,0.544,2.138,4.918,8.525
falling_left_hand,0.564,1.428,5.038,7.778
falling_left_hand,0.584,0.672,4.784,8.310
falling_left_hand,0.604,0.391,4.686,8.386
falling_left_hand,0.624,1.135,5.003,8.065
falling_left_hand,0.645,1.092,4.894,8.093
falling_left_hand,0.665,-0.761,4.827,8.402
falling_left_hand,0.685,-1.069,4.520,8.449
falling_left_hand,0.705,0.564,4.812,8.446
falling_left_hand,0.725,1.626,5.271,8.754
falling_left_hand,0.745,1.666,5.374,8.885
falling_left_hand,0.766,0.972,5.574,7.893
falling_left_hand,0.786,0.802,5.660,7.242
falling_left_hand,0.806,1.241,5.665,7.425
falling_left_hand,0.826,1.337,5.529,7.901
falling_left_hand,0.846,1.591,5.505,7.983
falling_left_hand,0.866,1.608,5.498,7.801
falling_left_hand,0.886,1.222,5.359,7.693
falling_left_hand,0.907,0.950,5.233,7.400
falling_left_hand,0.927,1.003,5.259,7.339
falling_left_hand,0.947,1.185,5.362,7.419
falling_left_hand,0.967,1.347,5.389,7.274
falling_left_hand,0.987,1.126,5.391,7.192
falling_left_hand,1.007,0.892,5.299,7.103
falling_left_hand,1.028,0.681,5.157,6.933
falling_left_hand,1.048,0.883,5.026,6.782
falling_left_hand,1.068,1.238,4.923,6.673
falling_left_hand,1.088,1.132,4.716,6.382
falling_left_hand,1.108,1.141,4.517,5.734
falling_left_hand,1.128,1.202,4.336,4.916
falling_left_hand,1.148,1.013,3.915,4.674
falling_left_hand,1.169,0.675,3.459,4.902
falling_left_hand,1.189,0.526,3.185,5.392
falling_left_hand,1.209,0.655,3.182,4.929
falling_left_hand,1.229,0.706,3.428,4.084
falling_left_hand,1.249,0.257,3.548,3.854
falling_left_hand,1.269,-0.826,3.379,4.378
falling_left_hand,1.288,-0.952,3.408,5.180
falling_left_hand,1.310,-0.316,3.798,5.397
falling_left_hand,1.330,-0.336,4.266,5.072
falling_left_hand,1.350,-0.265,4.242,4.481
falling_left_hand,1.370,0.091,3.956,5.465
falling_left_hand,1.390,0.278,3.728,7.439
falling_left_hand,1.410,0.438,3.507,8.158
falling_left_hand,1.431,1.073,3.585,7.793
falling_left_hand,1.451,1.362,3.663,8.196
falling_left_hand,1.471,0.571,3.524,8.428
falling_left_hand,1.491,1.018,2.993,8.808
falling_left_hand,1.511,1.771,2.513,9.072
falling_left_hand,1.531,2.344,2.044,10.047
falling_left_hand,1.552,3.734,1.700,10.129
falling_left_hand,1.572,5.249,2.012,7.655
falling_left_hand,1.592,6.850,2.708,5.450
falling_left_hand,1.612,7.987,2.942,5.751
falling_left_hand,1.632,7.111,3.233,6.261
falling_left_hand,1.652,6.888,4.309,6.208
falling_left_hand,1.672,7.782,5.429,7.816
falling_left_hand,1.693,9.461,7.666,8.542
falling_left_hand,1.713,12.450,9.146,7.718
falling_left_hand,1.733,11.819,10.286,6.622
falling_left_hand,1.753,11.720,10.211,6.777
falling_left_hand,1.773,11.247,9.331,7.900
falling_left_hand,1.793,12.016,7.991,7.312
falling_left_hand,1.813,12.554,6.889,7.789
falling_left_hand,1.834,15.322,6.192,11.975
falling_left_hand,1.854,17.468,4.781,11.014
falling_left_hand,1.874,15.710,5.233,2.133
falling_left_hand,1.894,16.111,4.546,-7.224
falling_left_hand,1.914,14.222,1.163,-6.273
falling_left_hand,1.934,5.109,-2.716,6.789
falling_left_hand,1.954,9.780,-0.585,20.356
falling_left_hand,1.975,19.829,3.154,23.580
falling_left_hand,1.995,16.160,3.574,12.547
falling_left_hand,2.015,2.088,-1.326,2.805
falling_left_hand,2.035,-3.919,-5.036,-2.164
falling_left_hand,2.055,-4.648,-5.425,-9.387
falling_left_hand,2.075,0.731,-4.931,-12.468
falling_left_hand,2.096,11.418,-4.679,-5.815
falling_left_hand,2.116,20.713,-6.289,3.345
falling_left_hand,2.136,21.760,-8.179,7.955
falling_left_hand,2.156,15.482,-8.602,6.101
falling_left_hand,2.176,8.611,-9.212,2.603
falling_left_hand,2.196,2.356,-10.522,-1.150
falling_left_hand,2.217,1.877,-10.169,-3.749
falling_left_hand,2.237,4.757,-8.890,-5.111
falling_left_hand,2.257,6.363,-8.103,-6.279
falling_left_hand,2.277,9.238,-6.931,-5.538
falling_left_hand,2.297,9.494,-7.387,-3.677
falling_left_hand,2.317,7.687,-8.111,-0.631
falling_left_hand,2.337,7.525,-8.243,-1.167
falling_left_hand,2.358,8.601,-7.138,-3.267
falling_left_hand,2.378,10.417,-6.324,-5.803
falling_left_hand,2.398,11.205,-5.097,-6.636
