timestamp,x,y,z
0.000,2.056,-0.241,10.267
0.019,1.161,-0.150,9.431
0.039,1.101,-0.059,8.648
0.058,1.958,-0.047,8.634
0.077,2.033,-0.380,9.307
0.097,1.139,-0.560,9.994
0.116,0.833,-0.648,9.958
0.136,1.068,-0.583,9.515
0.155,0.967,-0.279,9.240
0.174,0.787,-0.411,8.873
0.194,0.263,-0.349,9.450
0.213,0.840,-0.291,9.805
0.232,1.262,-0.330,9.563
0.252,0.912,-0.385,9.393
0.271,0.977,-0.406,9.561
0.290,1.178,-0.382,9.443
0.310,0.668,-0.354,9.328
0.329,0.357,-0.375,9.122
0.349,0.572,-0.416,9.316
0.368,1.154,-0.545,9.848
0.387,1.278,-0.844,10.288
0.407,1.889,-0.734,11.031
0.426,1.860,-1.225,10.885
0.445,0.127,0.206,10.042
0.465,0.158,0.536,10.691
0.484,1.621,-0.198,11.282
0.504,1.848,-0.102,10.722
0.523,1.776,1.216,9.139
0.542,2.100,2.143,6.798
0.562,2.578,1.307,6.151
0.581,2.997,0.067,7.930
0.600,3.833,-0.619,8.385
0.620,3.498,0.438,9.125
0.639,1.470,4.118,9.501
0.659,-0.488,4.877,6.793
0.678,1.036,2.416,6.508
0.697,2.756,0.835,9.493
0.717,3.409,-0.270,10.066
0.736,2.741,0.141,8.766
0.755,1.417,2.492,8.191
0.775,0.385,3.898,8.464
0.794,0.357,2.246,8.883
0.814,1.360,1.036,8.146
0.833,1.372,1.448,8.435
0.852,0.457,1.568,8.478
0.872,-0.921,0.823,8.715
0.891,-0.026,0.280,7.999
0.910,2.140,-0.121,7.430
0.930,1.307,0.476,7.267
0.949,0.907,0.368,8.476
0.968,1.209,0.208,9.379
0.988,0.878,0.433,8.490
1.007,0.790,0.476,6.857
1.027,0.143,0.948,6.108
1.046,-0.330,0.634,7.504
1.065,-0.339,0.433,9.793
1.085,-0.342,0.385,10.468
1.104,-0.325,0.438,9.374
1.123,0.218,0.617,7.341
1.143,1.144,1.041,4.794
1.162,1.460,1.834,2.617
1.182,1.831,2.296,1.839
1.201,2.471,1.975,3.156
1.220,2.995,1.467,4.968
1.240,3.278,1.111,6.376
1.259,3.811,0.979,7.164
1.278,5.059,0.613,7.827
1.298,6.349,0.064,8.442
1.317,7.082,-0.425,9.072
1.337,6.993,-0.734,8.960
1.356,6.668,-0.583,8.672
1.375,6.622,-0.619,7.715
1.395,6.529,-0.794,6.513
1.414,5.947,-0.526,6.359
1.433,5.452,-0.401,6.221
1.453,5.171,-0.375,6.070
1.472,5.425,-0.560,6.446
1.491,4.870,-0.143,6.707
1.511,4.068,0.610,7.308
1.530,4.803,1.590,7.851
1.550,7.072,2.454,8.481
1.569,7.681,3.440,8.193
1.588,8.722,5.102,7.427
1.608,12.129,4.791,6.441
1.627,11.713,3.488,5.021
1.646,7.532,4.037,6.642
1.666,3.467,5.420,13.116
1.685,4.779,3.905,16.815
1.705,32.591,-3.088,15.963
1.724,24.007,2.092,32.773
1.743,-5.576,7.178,31.502
1.763,-0.890,-13.223,26.371
1.782,2.061,-13.019,18.759
1.801,-1.886,-0.258,7.296
1.821,-0.610,6.357,1.908
1.840,-1.764,8.267,7.102
1.859,2.260,1.647,17.522
1.879,2.152,-1.931,32.306
1.898,-3.641,-1.644,18.005
1.918,-1.170,-1.814,11.663
1.937,-0.890,-1.493,4.626
1.956,-2.607,0.349,0.683
1.976,-2.712,0.883,0.070
1.995,-2.549,0.991,0.055
2.014,-2.432,1.056,0.017
2.034,-2.338,1.094,0.000
2.053,-2.300,1.113,-0.037
2.073,-2.326,1.099,-0.059
2.092,-2.350,1.034,-0.166
2.111,0.069,-1.249,-9.305
2.131,-6.493,1.944,-40.728
2.150,-20.513,0.325,-40.101
2.169,2.066,4.606,17.172
2.189,-0.179,-1.493,-17.396
2.208,-0.569,0.397,-11.046
2.227,0.213,0.673,-14.377
2.247,-0.311,0.038,-7.388
2.266,-0.897,-0.480,-1.821
2.286,-1.072,-0.306,-2.111
2.305,3.376,8.540,-6.490
2.324,7.250,9.864,-36.102
2.344,1.039,1.927,-4.718
2.363,-0.152,1.336,1.576
2.382,2.016,1.951,-3.459
2.402,1.130,6.302,-23.812
2.421,3.409,3.737,-7.337
2.441,1.621,1.422,-5.273
2.460,1.518,2.653,-7.553
2.479,3.601,3.768,-10.467
2.499,3.112,2.952,-9.619
2.518,2.116,2.818,-7.376
2.537,2.866,3.100,-9.387
2.557,3.850,2.693,-10.210
2.576,2.219,2.806,-9.090
2.595,1.664,2.279,-9.396
2.615,1.683,2.607,-9.892
2.634,1.903,2.459,-9.428
2.654,1.829,2.645,-9.198
2.673,1.448,3.079,-9.286
2.692,1.683,3.029,-8.997
2.712,1.884,2.686,-9.255
2.731,1.630,2.677,-9.595
2.750,1.738,2.593,-9.677
2.770,1.848,2.641,-9.516
2.789,1.872,2.399,-9.473
2.809,1.760,2.507,-8.877
2.828,1.496,2.796,-9.341
2.847,1.776,3.213,-8.891
2.867,1.508,2.861,-9.150
2.886,1.590,2.677,-9.035
2.905,1.714,2.598,-9.155
2.925,2.313,2.602,-8.867
2.944,2.349,2.863,-9.066
2.964,1.724,2.610,-10.218
2.983,2.490,1.954,-8.939
3.002,2.983,2.282,-8.906
3.022,3.709,2.258,-9.265
3.041,3.239,1.865,-9.011
3.060,1.544,2.373,-8.915
3.080,-0.483,3.361,-10.115
3.099,-1.132,3.505,-6.095
3.118,0.424,4.465,-13.007
3.138,1.293,2.392,-9.162
3.157,1.556,2.092,-10.031
3.177,1.939,1.367,-9.746
3.196,1.920,1.096,-9.365
3.215,1.980,2.191,-10.014
3.235,0.852,2.516,-11.910
3.254,1.472,4.070,-10.716
3.273,2.320,5.097,-11.626
3.293,0.905,4.218,-11.388
3.312,1.211,3.766,-10.459
3.331,3.869,3.586,-10.079
3.351,2.758,3.148,-10.436
3.370,2.452,3.603,-6.770
3.390,4.913,2.863,-3.418
3.409,8.454,-0.411,-5.678
3.428,7.317,-0.222,-4.040
3.448,6.134,2.171,-4.031
3.467,6.483,4.309,-5.812
3.486,5.811,5.997,-5.056
3.506,6.443,5.844,-6.430
3.525,7.860,3.038,-2.997
3.545,8.921,1.542,-0.286
3.564,8.696,1.554,2.064
3.583,8.001,3.495,2.588
3.603,8.863,3.675,-1.613
3.622,9.572,3.134,-0.447
3.641,8.942,3.455,1.135
3.661,8.705,3.175,1.140
3.680,8.918,2.976,0.905
3.699,8.974,3.290,1.224
3.719,8.892,3.558,1.283
3.738,8.734,3.033,0.477
3.758,9.050,3.390,0.951
3.777,9.282,3.591,1.918
3.796,9.270,3.057,2.459
3.816,8.780,2.882,2.119
3.835,8.684,2.899,0.757
3.854,9.177,3.067,-0.279
3.874,9.182,3.421,-0.660
3.893,8.990,3.390,-0.753
3.913,9.519,2.923,-0.020
3.932,9.278,3.062,0.606
3.951,8.890,3.117,0.369
3.971,8.748,3.124,-0.207
3.990,8.729,3.474,-0.389
4.009,9.292,3.335,0.314
4.029,9.788,3.009,1.109
4.048,9.065,2.940,1.633
4.067,8.581,3.167,0.831
4.087,8.703,3.522,0.371
4.106,8.976,3.457,0.613
4.126,9.254,3.175,0.862
4.145,9.397,2.961,0.929
4.164,8.895,3.313,0.501
4.184,8.950,3.354,-0.095
4.203,9.053,3.395,0.041
4.222,9.007,3.211,0.366
4.242,8.830,3.201,0.249
4.261,8.880,3.304,-0.018
4.281,9.254,3.220,0.350
4.300,9.120,3.163,0.383
4.319,8.887,3.196,-0.109
4.339,8.923,3.443,-0.547
4.358,9.223,3.275,-0.119
4.377,9.033,3.139,0.139
4.397,9.007,3.141,-0.095
4.416,9.086,3.316,-0.140
4.435,9.215,3.261,0.019
4.455,9.053,3.187,0.017
4.474,8.904,3.294,-0.040
4.494,9.036,3.246,0.070
4.513,9.026,3.194,0.029
4.532,8.969,3.385,0.050
4.552,9.191,3.191,0.410
4.571,9.117,3.155,0.374
4.590,8.921,3.227,0.141
4.610,8.921,3.383,0.034
4.629,9.077,3.227,0.371
4.649,9.196,3.321,0.434
4.668,9.026,3.388,0.252
4.687,8.691,3.416,-0.178
4.707,8.964,3.416,0.331
4.726,9.239,3.112,0.903
4.745,9.127,3.141,0.728
4.765,8.995,3.285,0.012
4.784,8.942,3.357,-0.490
4.804,9.053,3.488,-0.523
4.823,9.021,3.357,-0.336
4.842,9.050,3.290,-0.411
4.862,8.974,3.340,-0.119
4.881,9.009,3.211,0.580
4.900,9.077,3.086,0.917
4.920,8.988,3.278,0.513
4.939,8.959,3.452,-0.020
4.958,8.964,3.412,-0.150
4.978,9.084,3.246,0.127
4.997,8.983,3.354,0.204
5.017,9.060,3.282,0.101
5.036,9.033,3.273,0.103
5.055,9.043,3.201,0.232
5.075,9.031,3.208,0.230
5.094,9.091,3.270,0.266
5.113,8.978,3.304,0.082
5.133,8.997,3.316,0.043
5.152,8.988,3.268,0.038
5.172,8.954,3.297,0.082
5.191,9.172,3.297,0.378
5.210,9.132,3.165,0.558
5.230,9.103,3.213,0.474
5.249,8.926,3.316,0.240
5.268,8.993,3.361,0.256
5.288,9.050,3.290,0.331
5.307,9.007,3.311,0.352
5.327,8.964,3.347,0.283
5.346,8.966,3.325,0.393
5.365,9.041,3.251,0.539
5.385,9.081,3.287,0.627
5.404,9.050,3.297,0.673
5.423,9.091,3.232,0.548
5.443,8.928,3.366,0.220
5.462,8.976,3.292,0.015
5.482,9.017,3.278,0.187
5.501,9.072,3.266,0.153
5.520,9.084,3.342,0.295
5.540,9.043,3.234,0.491
5.559,8.983,3.167,0.393
5.578,9.012,3.261,0.386
5.598,9.127,3.290,0.398
5.617,8.918,3.349,0.019
5.636,8.942,3.404,-0.135
5.656,9.160,3.270,0.331
5.675,9.043,3.108,1.257
5.695,9.012,3.354,0.991
5.714,8.907,3.529,-0.169
5.733,8.866,3.091,-0.897
5.753,8.957,3.388,-0.011
5.772,9.232,3.237,0.299
5.790,8.957,3.237,0.211
5.811,9.014,3.311,0.635
5.830,8.942,3.160,0.970
5.850,8.844,3.167,0.711
5.869,9.065,3.211,0.979
5.888,9.177,3.352,0.692
5.908,9.072,3.349,0.486
5.927,8.942,3.309,0.323
5.946,9.017,3.354,0.129
5.966,9.318,3.179,-0.303
5.985,8.986,3.313,-0.260
6.004,9.055,3.141,0.220
6.024,8.966,3.211,0.769
6.043,9.019,3.246,0.979
6.063,8.883,3.318,1.267
6.082,9.297,3.321,1.310
6.101,8.993,3.299,0.589
6.121,9.088,3.292,0.146
6.140,8.947,3.345,-0.054
6.160,8.911,3.340,-0.269
6.179,9.017,3.412,0.117
6.198,9.038,3.357,0.694
6.218,9.148,3.388,0.943
6.237,8.899,3.261,0.723
6.256,8.873,3.103,0.369
6.276,8.818,3.273,0.431
6.295,8.952,3.503,0.213
6.315,9.103,3.570,0.249
6.334,9.079,3.323,0.524
6.353,9.041,3.165,0.687
6.373,8.811,3.258,0.316
6.392,9.093,3.201,-0.564
6.411,9.110,3.838,-0.308
6.431,9.029,3.783,0.398
6.450,8.523,3.931,1.142
6.470,8.875,3.333,1.001
6.489,9.364,2.847,0.740
6.508,8.969,3.524,0.788
6.528,8.559,3.625,0.958
6.547,8.751,3.491,1.219
6.566,8.997,3.151,1.286
6.586,8.770,3.618,1.315
6.605,8.442,3.795,1.288
6.624,8.480,3.562,1.413
6.644,8.739,3.433,1.616
6.663,8.499,3.311,2.045
6.683,7.978,3.562,8.936
6.702,7.851,3.697,6.438
6.721,8.741,3.141,2.203
6.741,8.626,3.615,2.244
6.760,8.186,3.668,3.702
6.779,8.519,3.373,3.225
6.799,8.401,3.412,2.969
6.818,8.344,3.589,3.769
6.838,8.708,3.560,2.830
6.857,8.665,3.517,1.858
6.876,8.595,3.510,2.081
6.896,8.519,3.491,2.481
6.915,8.375,3.505,3.252
6.934,8.547,3.397,3.110
6.954,8.550,3.440,2.593
6.973,8.583,3.536,2.584
6.993,8.737,3.620,2.529
7.012,8.559,3.618,2.505
7.031,8.516,3.522,2.818
7.051,8.648,3.385,2.885
7.070,8.600,3.519,2.706
7.089,8.600,3.596,2.519
7.109,8.658,3.500,2.555
7.128,8.552,3.440,2.706
7.148,8.567,3.469,2.857
7.167,8.586,3.606,2.543
7.186,8.638,3.558,2.423
7.206,8.555,3.596,2.342
7.225,8.511,3.474,2.497
7.244,8.622,3.443,2.749
7.264,8.574,3.500,2.737
7.283,8.713,3.495,2.648
7.303,8.784,3.507,2.409
7.322,8.641,3.567,2.454
7.341,8.626,3.519,2.315
7.361,8.413,3.630,2.629
7.380,8.610,3.555,2.560
7.399,8.540,3.711,2.725
7.419,8.571,3.541,2.818
7.438,8.636,3.483,2.976
7.457,8.574,3.424,2.335
7.477,8.638,3.539,2.418
7.496,8.677,3.586,2.497
7.516,8.619,3.512,2.354
7.535,8.569,3.498,2.588
7.554,8.650,3.562,2.600
7.574,8.588,3.531,2.655
7.593,8.526,3.596,2.756
7.612,8.490,3.519,2.670
7.632,8.519,3.479,2.715
7.651,8.607,3.555,2.792
7.671,8.701,3.586,2.540
7.690,8.590,3.608,2.543
7.709,8.567,3.558,2.399
7.729,8.571,3.495,2.560
7.747,8.547,3.498,2.763
7.767,8.581,3.586,3.046
7.787,8.622,3.462,2.909
7.806,8.543,3.620,2.545
7.826,8.595,3.591,2.421
7.845,8.564,3.560,2.555
7.864,8.547,3.541,2.631
7.884,8.607,3.594,2.696
7.903,8.595,3.550,2.636
7.922,8.574,3.534,2.722
7.942,8.717,3.488,2.789
7.961,8.562,3.579,2.610
7.981,8.552,3.505,2.596
8.000,8.531,3.639,2.610
8.019,8.545,3.675,2.588
8.039,8.562,3.665,2.560
8.058,8.523,3.653,2.478
8.077,8.499,3.632,2.505
8.097,8.507,3.694,2.624
8.116,8.547,3.649,2.694
8.136,8.574,3.570,2.687
8.155,8.643,3.567,2.555
8.174,8.602,3.572,2.500
8.194,8.648,3.644,2.576
8.213,8.564,3.656,2.576
8.232,8.571,3.630,2.488
