label,timestamp,x,y,z
falling_back_pocket,0.000,-6.564,-10.296,-1.776
falling_back_pocket,0.020,-7.588,-10.545,1.462
falling_back_pocket,0.041,-6.311,-9.127,3.087
falling_back_pocket,0.061,-5.420,-7.548,2.749
falling_back_pocket,0.081,-6.061,-6.943,2.793
falling_back_pocket,0.101,-6.050,-6.469,2.583
falling_back_pocket,0.121,-5.148,-6.109,2.224
falling_back_pocket,0.141,-4.713,-6.289,1.958
falling_back_pocket,0.161,-4.136,-6.466,1.177
falling_back_pocket,0.182,-3.569,-6.804,0.614
falling_back_pocket,0.202,-3.955,-8.495,0.799
falling_back_pocket,0.222,-5.071,-11.067,1.611
falling_back_pocket,0.242,-6.359,-14.551,5.157
falling_back_pocket,0.262,-3.547,-14.292,4.117
falling_back_pocket,0.282,-1.367,-10.517,-0.561
falling_back_pocket,0.302,-2.264,-7.613,-1.769
falling_back_pocket,0.323,-2.343,-6.048,-2.136
falling_back_pocket,0.343,-2.161,-7.769,-2.503
falling_back_pocket,0.363,-3.225,-10.127,-2.349
falling_back_pocket,0.383,-4.482,-10.812,-1.648
falling_back_pocket,0.403,-5.412,-10.077,-0.945
falling_back_pocket,0.423,-4.933,-9.010,-0.441
falling_back_pocket,0.444,-4.275,-8.229,0.154
falling_back_pocket,0.464,-4.293,-8.171,0.779
falling_back_pocket,0.484,-4.545,-8.560,1.333
falling_back_pocket,0.504,-4.750,-8.925,1.770
falling_back_pocket,0.524,-4.871,-8.978,2.074
falling_back_pocket,0.544,-5.143,-8.783,2.513
falling_back_pocket,0.564,-5.210,-8.526,3.257
falling_back_pocket,0.585,-4.902,-8.213,3.736
falling_back_pocket,0.605,-4.952,-8.010,3.375
falling_back_pocket,0.625,-5.213,-8.019,2.596
falling_back_pocket,0.645,-5.328,-8.152,1.842
falling_back_pocket,0.665,-5.464,-8.395,1.299
falling_back_pocket,0.685,-5.272,-8.512,1.110
falling_back_pocket,0.706,-4.901,-8.557,1.082
falling_back_pocket,0.726,-4.563,-8.694,1.079
falling_back_pocket,0.746,-4.290,-8.895,1.059
falling_back_pocket,0.766,-4.094,-8.987,1.004
falling_back_pocket,0.786,-3.922,-8.897,0.846
falling_back_pocket,0.806,-3.870,-8.732,0.560
falling_back_pocket,0.826,-4.062,-8.842,0.212
falling_back_pocket,0.846,-4.245,-8.935,-0.206
falling_back_pocket,0.867,-4.294,-8.798,-0.333
falling_back_pocket,0.884,-4.422,-8.848,-0.169
falling_back_pocket,0.904,-4.475,-8.939,-0.040
falling_back_pocket,0.924,-4.513,-9.002,0.238
falling_back_pocket,0.944,-4.345,-8.896,0.539
falling_back_pocket,0.964,-4.063,-8.614,0.654
falling_back_pocket,0.984,-4.010,-8.326,0.716
falling_back_pocket,1.005,-4.187,-8.240,0.855
falling_back_pocket,1.025,-4.125,-8.298,0.870
falling_back_pocket,1.045,-3.723,-8.159,0.659
falling_back_pocket,1.065,-3.474,-8.164,0.740
falling_back_pocket,1.085,-3.172,-8.350,0.942
falling_back_pocket,1.105,-2.861,-7.977,0.779
falling_back_pocket,1.126,-2.693,-7.632,0.755
falling_back_pocket,1.146,-1.678,-7.584,-0.002
falling_back_pocket,1.166,-0.362,-7.307,-1.309
falling_back_pocket,1.186,-1.319,-7.259,-1.754
falling_back_pocket,1.207,-4.896,-6.722,-2.473
falling_back_pocket,1.227,-6.285,-5.736,-3.339
falling_back_pocket,1.247,-3.474,-6.129,-2.171
falling_back_pocket,1.267,0.108,-7.742,0.975
falling_back_pocket,1.287,2.722,-9.528,3.556
falling_back_pocket,1.307,6.472,-11.927,1.914
falling_back_pocket,1.328,6.136,-14.858,-5.537
falling_back_pocket,1.348,-0.979,-14.427,-10.311
falling_back_pocket,1.368,-1.448,-9.945,-5.513
falling_back_pocket,1.388,4.384,-6.871,-0.404
falling_back_pocket,1.408,4.772,-7.608,-2.085
falling_back_pocket,1.428,1.334,-9.940,-5.183
falling_back_pocket,1.448,0.601,-11.549,-6.040
falling_back_pocket,1.469,3.417,-12.382,-7.400
falling_back_pocket,1.489,2.856,-11.889,-8.109
falling_back_pocket,1.509,0.103,-9.026,-7.342
falling_back_pocket,1.529,1.932,-6.765,-7.735
falling_back_pocket,1.549,5.030,-7.287,-8.195
falling_back_pocket,1.569,5.231,-9.093,-7.026
falling_back_pocket,1.590,4.681,-8.456,-5.638
falling_back_pocket,1.610,5.887,-5.468,-4.996
falling_back_pocket,1.630,7.309,-3.821,-4.929
falling_back_pocket,1.650,7.630,-3.370,-4.201
falling_back_pocket,1.670,7.669,-2.188,-2.597
falling_back_pocket,1.690,9.450,-1.536,-3.181
falling_back_pocket,1.710,11.068,-3.279,-6.203
falling_back_pocket,1.731,9.440,-3.648,-6.610
falling_back_pocket,1.751,7.041,0.278,-6.313
falling_back_pocket,1.771,7.137,7.571,-6.251
falling_back_pocket,1.791,5.040,13.581,-4.829
falling_back_pocket,1.811,-0.912,10.497,-6.327
falling_back_pocket,1.831,-1.171,2.720,-6.385
falling_back_pocket,1.851,2.784,-1.106,-4.738
falling_back_pocket,1.872,3.464,-1.723,-4.661
falling_back_pocket,1.892,4.662,-0.526,-4.144
falling_back_pocket,1.912,7.774,2.620,-4.369
falling_back_pocket,1.932,10.331,5.186,-6.294
falling_back_pocket,1.952,13.649,3.180,-7.026
falling_back_pocket,1.972,15.440,0.432,-8.065
falling_back_pocket,1.993,15.095,1.672,-11.982
falling_back_pocket,2.013,15.407,2.850,-13.156
falling_back_pocket,2.033,13.702,1.298,-9.928
falling_back_pocket,2.053,11.317,0.877,-8.061
falling_back_pocket,2.073,10.092,1.949,-7.615
falling_back_pocket,2.093,8.056,2.165,-6.035
falling_back_pocket,2.113,6.361,1.868,-4.934
falling_back_pocket,2.134,5.906,1.193,-4.532
falling_back_pocket,2.154,6.467,0.293,-3.794
falling_back_pocket,2.174,6.567,0.192,-3.871
falling_back_pocket,2.194,4.877,0.997,-4.690
falling_back_pocket,2.214,3.570,1.495,-3.636
falling_back_pocket,2.234,3.579,1.504,-0.892
falling_back_pocket,2.254,3.282,1.887,1.238
falling_back_pocket,2.275,2.617,2.859,1.449
falling_back_pocket,2.295,2.162,3.975,0.664
falling_back_pocket,2.315,2.617,5.665,0.937
falling_back_pocket,2.335,4.312,8.505,1.152
falling_back_pocket,2.355,5.887,11.512,0.247
falling_back_pocket,2.375,5.729,12.537,1.535
falling_back_pocket,2.396,5.389,12.240,4.902
falling_back_pocket,2.416,5.049,11.138,5.629
falling_back_pocket,2.436,3.268,8.625,3.321
falling_back_pocket,2.456,2.023,7.284,2.215
falling_back_pocket,2.476,2.488,8.222,3.393
falling_back_pocket,2.496,3.838,9.946,5.352
falling_back_pocket,2.516,4.815,10.813,6.601
falling_back_pocket,2.537,4.776,9.970,6.170
falling_back_pocket,2.557,4.508,8.265,5.634
falling_back_pocket,2.577,4.590,7.217,5.409
falling_back_pocket,2.597,4.556,7.356,4.849
falling_back_pocket,2.617,4.513,7.930,4.408
falling_back_pocket,2.637,4.705,7.978,4.356
falling_back_pocket,2.658,4.872,7.657,4.284
falling_back_pocket,2.678,4.954,7.724,4.140
falling_back_pocket,2.698,4.968,8.007,4.025
falling_back_pocket,2.718,4.968,8.012,3.901
falling_back_pocket,2.738,4.915,7.878,3.719
falling_back_pocket,2.758,4.877,7.830,3.451
falling_back_pocket,2.778,5.030,7.873,3.230
falling_back_pocket,2.799,5.543,7.791,3.364
falling_back_pocket,2.819,6.017,7.624,3.585
falling_back_pocket,2.839,6.160,7.466,3.499
falling_back_pocket,2.859,6.184,7.255,3.393
falling_back_pocket,2.879,6.012,7.035,3.537
falling_back_pocket,2.899,5.744,7.126,3.791
falling_back_pocket,2.919,5.820,7.394,3.829
falling_back_pocket,2.940,6.141,7.284,3.580
falling_back_pocket,2.960,6.280,6.963,3.273
falling_back_pocket,2.980,6.199,6.867,3.092
falling_back_pocket,3.000,6.041,7.006,2.933
falling_back_pocket,3.020,5.796,7.198,2.737
falling_back_pocket,3.040,5.662,7.260,2.598
falling_back_pocket,3.061,5.648,7.265,2.526
falling_back_pocket,3.081,5.686,7.312,2.522
falling_back_pocket,3.101,5.816,7.380,2.579
falling_back_pocket,3.121,6.084,7.542,2.871
falling_back_pocket,3.141,6.481,7.652,3.245
falling_back_pocket,3.161,6.539,7.499,3.336
falling_back_pocket,3.181,6.060,7.399,3.245
falling_back_pocket,3.202,5.552,7.566,3.125
falling_back_pocket,3.222,5.490,7.715,2.986
falling_back_pocket,3.242,5.614,7.686,2.866
falling_back_pocket,3.262,5.787,7.964,2.761
falling_back_pocket,3.282,5.796,8.352,2.689
falling_back_pocket,3.302,5.341,7.753,2.843
falling_back_pocket,3.322,4.834,6.542,2.287
falling_back_pocket,3.343,4.930,5.900,1.104
falling_back_pocket,3.363,5.715,5.933,0.827
falling_back_pocket,3.383,6.223,6.278,1.353
falling_back_pocket,3.403,6.088,6.838,1.799
falling_back_pocket,3.423,5.930,7.408,1.870
falling_back_pocket,3.443,6.524,7.806,1.626
falling_back_pocket,3.464,7.214,7.595,1.291
falling_back_pocket,3.484,7.013,7.078,1.152
falling_back_pocket,3.504,6.764,7.054,1.291
falling_back_pocket,3.524,7.286,7.097,1.392
falling_back_pocket,3.544,7.898,6.556,1.009
falling_back_pocket,3.564,7.616,5.842,0.707
falling_back_pocket,3.584,7.458,5.627,0.989
falling_back_pocket,3.605,8.377,5.723,1.473
falling_back_pocket,3.625,9.187,5.656,1.569
falling_back_pocket,3.645,8.588,5.287,0.587
falling_back_pocket,3.665,7.104,5.100,-1.003
falling_back_pocket,3.685,6.452,5.206,-1.975
falling_back_pocket,3.705,6.251,5.119,-2.382
falling_back_pocket,3.725,5.442,4.966,-2.899
falling_back_pocket,3.746,4.824,5.076,-2.975
falling_back_pocket,3.766,4.973,5.028,-1.615
falling_back_pocket,3.786,5.298,4.205,-0.145
falling_back_pocket,3.806,7.563,3.970,-0.217
falling_back_pocket,3.826,11.313,4.052,-4.350
falling_back_pocket,3.846,20.334,1.576,-12.394
falling_back_pocket,3.867,22.896,-3.246,-10.354
falling_back_pocket,3.887,11.226,-4.793,-0.552
falling_back_pocket,3.907,3.622,-1.024,1.028
falling_back_pocket,3.927,3.273,2.371,-2.875
falling_back_pocket,3.947,5.997,2.922,-5.748
falling_back_pocket,3.967,9.459,2.079,-5.317
falling_back_pocket,3.987,9.833,1.217,-2.075
falling_back_pocket,4.008,8.459,1.710,-2.118
falling_back_pocket,4.028,9.292,3.549,-4.364
falling_back_pocket,4.048,10.518,4.904,-4.637
falling_back_pocket,4.068,9.373,5.009,-4.278
falling_back_pocket,4.088,7.597,4.602,-3.177
falling_back_pocket,4.108,6.759,4.325,-1.817
falling_back_pocket,4.128,6.596,3.999,-1.113
falling_back_pocket,4.149,6.419,3.386,-1.774
falling_back_pocket,4.169,6.457,2.816,-3.172
falling_back_pocket,4.189,7.343,2.582,-4.345
falling_back_pocket,4.209,8.669,2.883,-4.603
falling_back_pocket,4.229,9.555,3.376,-4.010
falling_back_pocket,4.249,10.388,4.420,-3.272
falling_back_pocket,4.270,11.135,5.775,-3.296
falling_back_pocket,4.290,10.767,5.790,-3.579
falling_back_pocket,4.310,9.278,4.526,-3.411
falling_back_pocket,4.330,7.927,3.266,-3.239
falling_back_pocket,4.350,7.640,2.275,-2.793
falling_back_pocket,4.370,7.525,1.868,-2.588
falling_back_pocket,4.390,7.324,2.591,-3.727
falling_back_pocket,4.411,8.756,4.459,-4.661
falling_back_pocket,4.431,9.637,5.129,-4.311
falling_back_pocket,4.450,8.971,4.190,-3.660
falling_back_pocket,4.471,8.301,3.625,-3.023
falling_back_pocket,4.491,7.879,3.558,-2.420
falling_back_pocket,4.511,7.870,3.669,-2.525
falling_back_pocket,4.531,7.860,3.783,-2.980
falling_back_pocket,4.552,8.138,4.286,-3.406
falling_back_pocket,4.572,8.056,4.775,-4.474
falling_back_pocket,4.592,7.616,4.593,-4.618
falling_back_pocket,4.612,7.659,4.114,-3.124
falling_back_pocket,4.632,7.870,4.095,-2.310
falling_back_pocket,4.652,7.903,4.645,-2.908
falling_back_pocket,4.673,7.999,5.119,-3.368
falling_back_pocket,4.693,8.061,5.249,-3.181
falling_back_pocket,4.713,7.903,5.277,-3.009
falling_back_pocket,4.733,7.721,5.397,-3.105
falling_back_pocket,4.753,7.721,5.560,-3.062
falling_back_pocket,4.773,7.827,5.593,-2.894
falling_back_pocket,4.793,7.779,5.526,-2.937
falling_back_pocket,4.814,7.659,5.431,-2.961
falling_back_pocket,4.834,7.621,5.273,-2.951
falling_back_pocket,4.854,7.678,5.143,-3.167
falling_back_pocket,4.874,7.812,5.191,-3.224
falling_back_pocket,4.894,7.664,5.153,-2.702
falling_back_pocket,4.914,7.496,4.990,-2.731
falling_back_pocket,4.934,7.649,4.966,-3.258
falling_back_pocket,4.955,7.740,5.105,-3.272
falling_back_pocket,4.975,7.693,5.306,-3.057
falling_back_pocket,4.995,7.630,5.239,-2.975
falling_back_pocket,5.015,7.649,5.134,-3.109
falling_back_pocket,5.035,7.630,5.258,-3.191
falling_back_pocket,5.055,7.554,5.344,-3.205
falling_back_pocket,5.076,7.515,5.287,-3.133
falling_back_pocket,5.096,7.491,5.158,-2.884
falling_back_pocket,5.116,7.525,5.167,-2.798
falling_back_pocket,5.136,7.539,5.416,-3.181
falling_back_pocket,5.156,7.635,5.603,-3.200
falling_back_pocket,5.176,7.736,5.622,-2.884
falling_back_pocket,5.196,7.659,5.608,-3.014
falling_back_pocket,5.217,7.578,5.574,-3.071
falling_back_pocket,5.237,7.544,5.512,-2.908
falling_back_pocket,5.257,7.549,5.455,-2.880
falling_back_pocket,5.277,7.568,5.440,-2.937
