timestamp,x,y,z
0.000,-1.311,-9.445,-0.360
0.020,-1.453,-9.512,-0.425
0.039,-1.579,-9.531,-0.272
0.058,-1.635,-9.727,-0.806
0.078,-1.445,-9.588,-0.262
0.097,-1.680,-9.107,-0.219
0.116,-1.216,-9.265,-0.562
0.136,-1.158,-9.143,-0.365
0.155,-1.323,-9.564,-0.243
0.175,-1.407,-9.892,-0.413
0.194,-1.654,-9.751,-0.475
0.213,-1.508,-9.332,-0.547
0.233,-1.345,-9.232,-0.547
0.252,-1.318,-9.354,-0.483
0.271,-1.307,-9.414,-0.667
0.291,-1.328,-9.387,-0.475
0.310,-1.500,-9.435,-0.478
0.330,-1.488,-9.557,-0.523
0.349,-1.321,-9.519,-0.576
0.368,-1.206,-9.404,-0.576
0.388,-1.216,-9.380,-0.583
0.407,-1.302,-9.497,-0.528
0.426,-1.421,-9.562,-0.545
0.446,-1.455,-9.517,-0.490
0.465,-1.412,-9.457,-0.475
0.485,-1.314,-9.478,-0.638
0.504,-1.208,-9.521,-0.684
0.523,-1.256,-9.452,-0.602
0.543,-1.283,-9.370,-0.825
0.562,-1.263,-9.406,-0.830
0.581,-1.280,-9.514,-0.734
0.601,-1.275,-9.552,-0.799
0.620,-1.199,-9.469,-0.693
0.639,-1.086,-9.263,-0.667
0.659,-1.065,-9.078,-0.777
0.678,-1.048,-9.177,-0.870
0.698,-1.117,-9.392,-0.858
0.717,-1.055,-9.478,-0.928
0.736,-0.962,-9.272,-0.801
0.756,-0.926,-9.042,-0.949
0.775,-0.909,-8.896,-1.100
0.794,-0.947,-8.729,-1.438
0.814,-0.971,-8.600,-1.177
0.833,-1.058,-8.348,-0.904
0.853,-1.019,-8.032,-0.684
0.872,-0.971,-7.841,-0.662
0.891,-1.067,-7.750,-0.459
0.911,-1.302,-7.747,-0.224
0.930,-1.216,-7.836,0.524
0.949,-1.074,-7.884,0.247
0.969,-0.804,-7.546,-0.344
0.988,-0.332,-6.775,-0.028
1.008,-0.208,-6.026,0.855
1.027,-0.974,-5.475,0.151
1.046,-1.359,-5.037,-0.801
1.066,-0.682,-5.008,-0.837
1.085,0.409,-5.580,-0.641
1.104,0.340,-6.607,0.309
1.124,-1.120,-7.668,-0.504
1.143,-2.173,-8.281,-1.136
1.163,-1.625,-8.034,-0.784
1.182,-0.382,-7.156,-0.150
1.201,-0.105,-6.464,-0.001
1.220,-1.151,-6.150,-0.518
1.240,-1.797,-6.576,-0.863
1.259,-1.007,-7.742,0.213
1.279,-0.251,-8.805,1.080
1.298,-1.414,-9.179,1.111
1.318,-2.745,-9.416,0.917
1.337,-2.240,-10.043,1.046
1.356,-0.842,-10.611,1.781
1.376,-0.344,-10.795,2.287
1.395,-1.364,-10.711,1.827
1.414,-2.281,-10.560,1.085
1.434,-1.493,-10.565,2.234
1.453,-1.388,-10.975,2.538
1.472,-2.051,-11.226,1.300
1.492,-1.536,-11.128,1.051
1.511,0.060,-11.154,2.035
1.531,0.067,-11.329,3.010
1.550,-1.326,-11.142,2.131
1.569,-1.287,-10.776,2.337
1.589,-0.090,-10.134,2.138
1.608,0.313,-9.813,3.967
1.627,0.067,-11.202,3.400
1.647,3.210,-11.928,4.647
1.666,7.803,-9.914,3.029
1.686,4.549,-4.845,0.192
1.705,-3.074,-0.509,6.197
1.724,1.065,1.001,12.441
1.744,8.837,-0.990,15.180
1.763,10.695,-10.046,26.677
1.782,8.705,-20.363,31.610
1.802,-2.674,-10.402,24.436
1.821,-8.657,2.478,18.089
1.841,-6.708,8.126,10.913
1.860,0.883,5.260,11.325
1.879,3.922,-0.809,7.494
1.899,5.272,-4.457,6.786
1.918,6.292,-3.351,9.920
1.937,3.175,-0.191,10.442
1.957,0.100,1.388,9.367
1.976,0.651,1.204,7.276
1.996,3.608,0.735,6.805
2.015,3.754,0.972,8.986
2.034,2.418,-0.473,9.860
2.054,2.780,-1.536,7.169
2.073,5.152,-1.127,6.843
2.092,6.098,0.574,7.001
2.112,4.408,0.955,8.363
2.131,3.143,-1.359,8.825
2.151,3.419,-2.587,7.521
2.170,3.881,-1.972,7.542
