label,timestamp,x,y,z
falling_forward_pocket,0.000,2.995,-11.493,1.666
falling_forward_pocket,0.020,3.661,-14.280,5.106
falling_forward_pocket,0.040,5.318,-12.557,8.025
falling_forward_pocket,0.061,7.324,-9.187,0.420
falling_forward_pocket,0.081,7.281,-6.503,-2.274
falling_forward_pocket,0.101,8.812,-5.079,-3.651
falling_forward_pocket,0.121,10.166,-5.013,-1.686
falling_forward_pocket,0.141,10.798,-5.986,0.048
falling_forward_pocket,0.161,10.794,-7.704,2.208
falling_forward_pocket,0.181,7.702,-8.868,2.679
falling_forward_pocket,0.202,3.304,-8.039,0.969
falling_forward_pocket,0.222,0.340,-7.402,-2.605
falling_forward_pocket,0.242,0.530,-6.940,-3.108
falling_forward_pocket,0.262,2.764,-7.115,0.439
falling_forward_pocket,0.282,5.359,-6.794,3.691
falling_forward_pocket,0.302,5.368,-6.756,6.161
falling_forward_pocket,0.323,2.687,-7.499,6.381
falling_forward_pocket,0.343,-0.178,-8.549,5.159
falling_forward_pocket,0.363,3.206,-9.277,-2.232
falling_forward_pocket,0.383,11.344,-8.530,-8.718
falling_forward_pocket,0.406,19.467,-8.173,-2.769
falling_forward_pocket,0.436,12.936,-9.610,0.238
falling_forward_pocket,0.456,4.609,-8.939,0.472
falling_forward_pocket,0.475,-1.257,-5.650,2.043
falling_forward_pocket,0.495,-3.584,-1.838,3.384
falling_forward_pocket,0.515,-3.364,1.054,2.684
falling_forward_pocket,0.535,2.162,2.337,-0.787
falling_forward_pocket,0.555,8.703,-1.302,-3.943
falling_forward_pocket,0.575,10.178,-7.972,-2.908
falling_forward_pocket,0.595,7.970,-12.018,-0.912
falling_forward_pocket,0.615,3.364,-10.529,0.386
falling_forward_pocket,0.635,-1.223,-6.751,1.023
falling_forward_pocket,0.656,-0.769,-4.730,0.190
falling_forward_pocket,0.676,3.024,-5.262,1.315
falling_forward_pocket,0.697,2.411,-7.757,4.825
falling_forward_pocket,0.717,-2.014,-8.365,6.156
falling_forward_pocket,0.737,-3.268,-5.473,0.506
falling_forward_pocket,0.758,25.769,-18.473,-17.872
falling_forward_pocket,0.778,19.477,-51.274,-3.469
falling_forward_pocket,0.799,-12.534,-56.665,15.561
falling_forward_pocket,0.819,-6.596,-30.406,18.745
falling_forward_pocket,0.839,-1.367,-6.081,9.451
falling_forward_pocket,0.859,1.247,5.708,-8.654
falling_forward_pocket,0.879,-0.204,2.888,-3.090
falling_forward_pocket,0.899,-3.632,-5.271,0.894
falling_forward_pocket,0.919,-4.432,-11.765,2.531
falling_forward_pocket,0.940,-1.607,-14.786,2.886
falling_forward_pocket,0.960,3.541,-14.025,2.617
falling_forward_pocket,0.980,7.424,-12.004,2.550
falling_forward_pocket,1.000,10.240,-10.342,3.216
falling_forward_pocket,1.020,11.681,-9.547,2.052
falling_forward_pocket,1.040,8.578,-9.969,-0.979
falling_forward_pocket,1.061,1.276,-11.118,-5.609
falling_forward_pocket,1.081,-7.621,-12.511,-7.189
falling_forward_pocket,1.101,-18.323,-13.637,-1.515
falling_forward_pocket,1.121,-20.956,-13.881,2.795
falling_forward_pocket,1.141,-8.023,-6.205,-0.212
falling_forward_pocket,1.161,2.090,5.823,2.723
falling_forward_pocket,1.181,-1.693,5.761,17.600
falling_forward_pocket,1.202,-9.024,-3.868,17.591
falling_forward_pocket,1.222,-10.240,-7.153,4.605
falling_forward_pocket,1.242,-7.271,-2.815,0.286
falling_forward_pocket,1.262,-5.207,0.398,1.425
falling_forward_pocket,1.282,-5.284,1.806,4.978
falling_forward_pocket,1.302,-6.251,2.639,7.511
falling_forward_pocket,1.322,-7.257,2.634,7.636
