timestamp,x,y,z
0.000,-3.758,-8.841,-1.318
0.020,-3.761,-9.198,-1.744
0.039,-3.809,-8.762,-1.479
0.059,-3.574,-8.552,-1.371
0.078,-3.425,-8.552,-1.411
0.097,-3.524,-8.559,-1.261
0.117,-3.588,-8.951,-1.519
0.136,-3.686,-8.930,-1.474
0.155,-3.715,-8.822,-1.474
0.175,-3.785,-8.679,-1.699
0.194,-3.775,-8.588,-1.701
0.213,-3.758,-8.681,-1.632
0.233,-3.818,-8.796,-1.754
0.252,-3.854,-8.829,-1.857
0.272,-3.775,-8.683,-1.857
0.291,-3.665,-8.453,-1.854
0.310,-3.588,-8.317,-1.919
0.330,-3.663,-8.504,-1.900
0.349,-3.809,-8.765,-1.795
0.368,-3.806,-8.760,-1.780
0.388,-3.708,-8.631,-1.742
0.407,-3.720,-8.518,-1.637
0.427,-3.756,-8.449,-1.402
0.446,-3.727,-8.499,-1.103
0.465,-3.727,-8.643,-1.021
0.484,-3.995,-8.736,-1.076
0.504,-4.462,-8.492,-1.162
0.523,-4.575,-8.226,-1.335
0.543,-4.302,-8.228,-1.139
0.562,-4.098,-8.300,-1.031
0.581,-4.007,-8.315,-1.162
0.601,-4.041,-8.324,-1.191
0.620,-4.184,-8.305,-1.323
0.640,-4.304,-8.221,-1.263
0.659,-4.129,-8.152,-1.261
0.678,-3.935,-8.027,-1.409
0.698,-3.713,-7.805,-1.289
0.717,-3.574,-7.556,-1.471
0.736,-3.567,-7.218,-1.878
0.756,-3.354,-7.014,-1.728
0.775,-3.047,-6.983,-1.186
0.795,-2.762,-6.878,-1.313
0.814,-2.638,-6.550,-1.344
0.833,-2.676,-6.167,-1.809
0.853,-2.777,-6.062,-2.012
0.872,-3.315,-6.126,-1.756
0.891,-3.691,-6.519,-1.239
0.911,-3.931,-6.754,0.129
0.930,-4.041,-6.315,0.577
0.949,-3.694,-5.920,0.307
0.969,-3.014,-6.160,0.232
0.988,-2.315,-6.773,-0.854
1.008,-2.236,-6.543,-1.421
1.027,-2.348,-6.040,-1.914
1.046,-2.520,-6.318,-2.726
1.066,-2.686,-7.012,-3.916
1.085,-2.571,-8.224,-4.423
1.104,-2.061,-8.923,-2.321
1.124,-1.843,-9.133,-4.131
1.143,-3.143,-8.011,-5.783
1.163,-3.337,-6.514,-5.238
1.182,-0.483,-6.143,-3.688
1.201,0.934,-5.118,-2.862
1.221,-0.823,-3.548,-4.098
1.240,-3.291,-3.349,-3.035
1.259,-2.439,-5.906,-2.542
1.279,-2.437,-6.715,-2.132
1.298,-3.991,-6.481,-4.380
1.318,-3.390,-7.699,-5.003
1.337,-0.421,-8.971,-8.240
1.356,2.088,-10.448,-24.478
1.376,6.996,-16.259,-23.228
1.395,17.962,-33.366,-16.788
1.414,4.927,-4.108,-23.863
1.434,5.526,9.857,-13.050
1.453,13.255,6.306,-13.187
1.473,9.201,-2.367,-7.562
1.492,4.975,-4.089,-4.763
1.511,2.260,-0.840,-5.987
1.531,1.166,-1.101,-4.593
1.550,2.466,-2.645,-3.554
1.569,4.841,-2.200,-3.243
1.589,5.483,-0.727,-3.186
1.608,4.781,-1.441,-2.300
1.628,5.210,-2.420,-1.866
1.647,6.519,-2.702,-2.099
1.666,6.031,-1.833,-3.164
1.686,4.858,-1.417,-3.997
1.705,5.674,-2.427,-3.408
1.724,8.296,-3.081,-2.388
1.744,10.496,-1.749,-0.370
1.763,13.288,-2.769,0.805
1.782,17.751,-5.576,0.838
1.802,20.672,-5.810,1.793
1.821,20.002,-5.489,2.605
1.841,15.536,-4.750,4.300
1.860,9.754,-4.984,5.572
1.879,6.491,-4.443,4.846
1.899,6.029,-3.993,3.850
1.918,6.227,-3.337,2.651
1.937,6.570,-3.085,1.741
1.957,6.936,-3.464,2.014
1.976,6.589,-4.465,2.260
1.996,6.347,-5.202,1.212
2.015,6.527,-4.917,0.666
2.034,6.768,-4.213,0.182
2.054,7.539,-4.266,-0.245
2.073,8.322,-4.769,0.302
2.092,8.787,-5.559,0.534
2.112,8.748,-5.403,0.551
2.131,8.981,-5.935,1.243
2.151,9.096,-6.761,2.325
2.170,8.097,-6.380,2.246
2.189,6.919,-5.178,1.559
2.209,5.928,-4.541,1.209
2.227,6.275,-4.553,1.384
2.247,6.955,-4.565,1.281
2.267,7.468,-4.560,1.001
2.286,7.417,-4.493,0.654
2.305,7.570,-4.699,0.639
2.325,8.085,-5.219,0.781
2.344,8.535,-5.614,0.771
2.364,8.535,-5.635,0.781
2.383,8.085,-5.599,0.932
2.402,7.705,-5.626,0.932
2.422,7.618,-5.499,0.704
2.441,7.630,-5.499,0.821
2.460,7.575,-5.609,1.025
2.480,7.441,-5.559,0.996
2.499,7.365,-5.288,0.807
2.519,7.453,-5.231,0.936
2.538,7.484,-5.520,1.159
2.557,7.568,-5.762,0.910
2.577,7.484,-5.595,1.044
2.596,7.626,-5.348,1.427
2.615,7.927,-5.413,1.430
2.635,7.934,-5.377,1.109
2.654,7.817,-5.291,1.018
2.673,7.690,-5.226,0.972
2.693,7.544,-5.183,1.200
2.712,7.609,-5.322,1.262
2.732,7.647,-5.245,0.994
2.751,7.582,-5.099,1.066
2.770,7.654,-5.286,1.461
2.790,7.484,-5.362,1.398
2.809,7.508,-5.197,1.116
2.828,7.865,-5.149,1.123
2.848,8.071,-5.228,1.011
2.867,7.908,-5.248,0.776
2.887,7.681,-5.312,0.656
2.906,7.666,-5.408,0.776
2.925,7.731,-5.451,0.857
2.945,7.781,-5.346,0.661
2.964,7.781,-5.180,0.580
2.983,7.901,-4.996,0.611
3.003,8.100,-5.022,0.869
3.022,8.021,-5.022,0.867
3.042,7.834,-4.991,0.788
3.061,7.748,-5.101,0.848
3.080,7.752,-5.192,1.034
3.100,7.752,-5.157,1.178
3.119,7.717,-5.140,1.214
3.138,7.599,-5.286,1.358
3.158,7.530,-5.425,1.245
3.177,7.559,-5.420,1.099
3.196,7.678,-5.279,0.881
