timestamp,x,y,z
0.000,-4.996,-7.965,-0.655
0.019,-4.934,-8.724,-1.517
0.038,-4.539,-8.410,-1.251
0.058,-4.843,-7.752,-0.684
0.077,-5.485,-7.958,-1.385
0.096,-4.876,-8.358,-1.464
0.116,-4.654,-8.362,-1.081
0.135,-4.934,-8.243,-1.328
0.154,-5.197,-8.099,-1.304
0.174,-5.192,-8.075,-1.500
0.193,-5.003,-8.046,-1.400
0.213,-4.931,-8.051,-1.332
0.232,-4.955,-8.202,-1.215
0.251,-4.922,-8.398,-1.407
0.271,-4.874,-8.396,-1.313
0.290,-4.903,-8.226,-1.402
0.309,-4.905,-8.099,-1.543
0.329,-4.867,-8.104,-1.572
0.348,-4.812,-8.145,-1.663
0.368,-4.699,-8.116,-1.790
0.387,-4.656,-8.128,-1.747
0.406,-4.651,-8.260,-1.608
0.426,-4.771,-8.327,-1.541
0.445,-4.896,-8.274,-1.452
0.464,-4.934,-8.262,-1.546
0.484,-4.891,-8.245,-1.402
0.503,-4.805,-8.188,-1.294
0.523,-4.750,-8.082,-1.318
0.542,-4.735,-7.979,-1.359
0.561,-4.814,-7.943,-1.613
0.581,-4.845,-7.975,-1.639
0.600,-4.833,-8.015,-1.572
0.619,-4.809,-8.106,-1.455
0.639,-4.850,-8.149,-1.306
0.658,-4.884,-8.111,-1.414
0.677,-4.783,-7.996,-1.419
0.697,-4.750,-7.958,-1.694
0.716,-4.790,-8.018,-2.041
0.736,-4.742,-7.987,-2.273
0.755,-4.501,-7.790,-1.687
0.774,-4.433,-7.575,-1.610
0.794,-4.316,-7.572,-2.245
0.813,-4.302,-7.503,-2.534
0.832,-4.527,-7.395,-2.156
0.852,-4.927,-7.204,-1.840
0.871,-5.190,-6.945,-1.984
0.891,-5.418,-6.698,-2.159
0.910,-5.248,-6.734,-2.029
0.929,-4.850,-6.804,-1.766
0.949,-4.580,-6.536,-1.572
0.968,-4.457,-6.155,-1.608
0.987,-4.369,-5.858,-1.924
1.007,-4.196,-5.942,-2.805
1.026,-3.600,-6.184,-3.667
1.046,-3.330,-5.978,-3.478
1.065,-3.727,-5.961,-3.703
1.084,-3.782,-6.909,-3.993
1.104,-3.366,-7.831,-3.791
1.122,-3.172,-7.917,-3.066
1.142,-4.022,-6.758,-2.908
1.162,-4.254,-5.844,-3.447
1.181,-3.402,-6.663,-3.557
1.200,-3.552,-7.795,-3.729
1.220,-5.015,-7.690,-3.925
1.239,-5.104,-6.622,-3.878
1.259,-2.918,-6.121,-4.615
1.278,-1.690,-6.066,-5.233
1.297,-4.797,-5.927,-2.977
1.317,-7.666,-5.877,-2.779
1.336,-4.805,-6.847,-2.664
1.355,-1.975,-7.733,-2.168
1.375,-3.490,-7.338,0.029
1.394,-5.683,-6.445,-1.433
1.414,-4.618,-3.768,-3.377
1.433,-3.399,-1.069,-4.902
1.452,-2.698,-0.004,-5.716
1.472,-2.010,0.270,-6.681
1.491,-3.198,1.005,-9.112
1.510,-3.761,2.028,-11.374
1.530,-1.778,2.734,-16.364
1.549,0.091,3.591,-12.880
1.569,0.450,4.745,-10.608
1.588,-1.706,5.368,-11.937
1.607,-3.337,3.771,-10.218
1.627,-2.322,0.658,-9.478
1.646,-2.135,-0.078,-10.124
1.665,-4.582,4.032,-11.147
1.685,-7.498,9.026,-8.949
1.704,-7.153,10.254,-10.807
1.723,-3.811,8.775,-12.128
1.743,-1.716,6.675,-13.081
1.762,-4.297,7.010,-14.173
1.782,-11.468,10.666,-13.701
1.801,-8.449,5.365,-10.620
1.820,-1.699,-0.904,-15.930
1.840,-10.695,5.440,-15.713
1.859,-9.208,5.538,-17.774
1.878,-6.777,5.713,-16.258
1.898,-6.485,4.831,-11.578
1.917,-6.416,4.685,-8.429
1.937,-5.743,3.953,-9.392
1.956,-6.454,2.897,-7.538
1.975,-6.639,2.629,-5.233
1.995,-5.209,2.878,-5.266
2.014,-4.568,3.522,-5.319
2.033,-4.881,3.421,-4.665
2.053,-5.717,3.170,-5.285
2.072,-6.253,3.467,-6.162
2.091,-6.177,3.804,-6.461
2.111,-6.069,4.056,-6.617
2.130,-6.040,4.077,-6.490
2.150,-6.502,3.898,-6.186
2.169,-7.137,3.776,-6.698
2.188,-7.189,3.960,-7.189
2.208,-7.122,4.175,-6.842
2.227,-7.134,4.101,-6.621
2.246,-7.354,3.776,-6.272
2.266,-7.721,3.553,-5.997
2.285,-7.805,3.534,-6.121
2.305,-7.867,3.560,-6.389
2.324,-8.066,3.601,-6.777
2.343,-7.948,2.952,-6.430
2.363,-8.197,2.617,-6.140
2.382,-8.504,2.739,-5.795
2.401,-8.468,3.074,-5.640
2.421,-8.152,3.479,-5.625
2.440,-7.838,3.261,-4.859
2.460,-8.219,2.969,-4.277
2.479,-8.554,2.720,-4.340
2.498,-8.851,2.243,-4.153
2.518,-8.700,1.398,-4.031
2.537,-8.801,0.943,-3.267
2.556,-8.896,0.644,-3.767
2.576,-8.774,0.637,-3.447
2.595,-8.954,1.242,-4.186
2.615,-9.313,1.511,-3.686
2.634,-9.270,1.151,-4.249
2.653,-9.581,1.123,-4.237
2.673,-9.883,1.295,-3.770
2.692,-9.588,1.453,-3.775
2.711,-9.387,1.570,-3.700
