label,timestamp,x,y,z
falling_right_hand,0.000,-0.287,6.655,6.774
falling_right_hand,0.020,-0.804,6.356,7.456
falling_right_hand,0.040,-0.611,6.290,8.314
falling_right_hand,0.060,0.068,6.435,7.990
falling_right_hand,0.080,0.402,6.646,7.465
falling_right_hand,0.100,0.779,6.856,6.931
falling_right_hand,0.120,0.996,6.955,6.994
falling_right_hand,0.141,1.047,6.671,7.224
falling_right_hand,0.161,0.759,6.752,6.735
falling_right_hand,0.181,-0.296,6.101,6.445
falling_right_hand,0.201,-0.990,5.778,6.448
falling_right_hand,0.221,-0.447,6.373,5.931
falling_right_hand,0.241,-0.436,6.684,5.603
falling_right_hand,0.261,-0.553,6.557,4.788
falling_right_hand,0.282,-0.777,6.204,5.307
falling_right_hand,0.302,-1.350,4.171,6.836
falling_right_hand,0.322,0.013,5.083,7.820
falling_right_hand,0.342,0.429,6.664,7.268
falling_right_hand,0.362,0.425,6.273,5.945
falling_right_hand,0.382,-0.025,4.791,4.703
falling_right_hand,0.403,-0.130,2.802,5.117
falling_right_hand,0.423,-0.017,2.249,5.543
falling_right_hand,0.443,-1.403,3.069,3.850
falling_right_hand,0.463,-3.037,4.631,2.679
falling_right_hand,0.483,-3.758,3.835,3.933
falling_right_hand,0.503,-3.567,2.512,5.773
falling_right_hand,0.523,-2.453,1.568,6.326
falling_right_hand,0.544,-0.737,2.594,6.722
falling_right_hand,0.564,2.051,4.013,9.869
falling_right_hand,0.584,4.701,4.363,13.996
falling_right_hand,0.604,6.114,4.656,14.963
falling_right_hand,0.624,6.073,5.319,13.985
falling_right_hand,0.644,5.430,5.550,13.128
falling_right_hand,0.665,3.807,4.946,12.908
falling_right_hand,0.685,2.162,4.614,12.879
falling_right_hand,0.705,1.689,4.654,13.110
falling_right_hand,0.725,2.302,4.538,12.872
falling_right_hand,0.745,2.020,4.285,11.894
falling_right_hand,0.765,1.109,4.169,11.308
falling_right_hand,0.785,0.854,3.988,10.770
falling_right_hand,0.806,1.004,3.728,10.186
falling_right_hand,0.826,0.898,3.297,9.732
falling_right_hand,0.846,0.924,2.947,9.889
falling_right_hand,0.866,1.034,3.080,9.800
falling_right_hand,0.886,0.986,3.227,9.278
falling_right_hand,0.906,0.867,3.258,8.723
falling_right_hand,0.926,1.068,3.293,8.725
falling_right_hand,0.947,1.213,3.154,8.982
falling_right_hand,0.967,1.232,3.099,9.133
falling_right_hand,0.987,1.499,3.081,9.417
falling_right_hand,1.007,1.827,3.135,9.634
falling_right_hand,1.027,1.719,3.266,8.956
