timestamp,x,y,z
0.000,0.031,1.795,9.783
0.019,-0.612,1.977,10.291
0.039,-0.679,1.894,9.690
0.058,-0.425,2.140,9.043
0.077,0.055,2.179,8.979
0.097,0.088,2.073,9.168
0.116,-0.107,2.035,9.484
0.136,-0.227,1.999,9.917
0.155,-0.129,1.774,10.279
0.174,-0.222,1.829,10.075
0.194,-0.322,1.913,9.611
0.213,-0.222,1.963,9.551
0.232,-0.339,1.946,9.867
0.252,-0.246,1.851,10.121
0.271,-0.196,1.673,10.274
0.291,-0.433,1.652,10.427
0.310,-0.346,1.647,10.252
0.329,-0.318,1.736,10.013
0.349,-0.512,1.920,9.731
0.368,-0.457,1.975,9.565
0.387,-0.186,2.013,9.484
0.407,0.060,2.001,9.529
0.426,-0.160,1.963,9.850
0.446,-0.265,2.025,9.561
0.465,-0.186,2.121,9.280
0.484,-0.083,2.195,8.945
0.504,-0.097,2.186,8.787
0.523,-0.251,2.049,9.496
0.542,-0.318,1.999,10.018
0.562,-0.263,2.042,9.328
0.581,0.002,2.384,8.186
0.600,0.352,2.677,7.949
0.620,0.404,2.696,8.330
0.639,0.263,2.851,8.236
0.659,0.036,3.029,8.332
0.678,-0.203,2.914,9.187
0.697,-0.263,3.009,9.640
0.717,0.254,3.148,9.233
0.736,0.589,3.400,8.263
0.755,0.306,3.764,7.566
0.775,-0.016,3.835,7.782
0.794,-0.251,3.596,8.294
0.814,-0.492,3.701,8.873
0.833,0.196,3.788,9.400
0.852,0.917,3.828,9.067
0.872,0.986,4.118,7.935
0.891,0.852,4.412,7.169
0.910,0.371,4.506,8.078
0.930,-0.892,4.254,9.513
0.949,-1.467,3.905,9.867
0.969,-1.242,3.917,8.845
0.988,-1.115,4.154,8.143
1.007,-0.876,4.118,8.440
1.027,-1.247,3.634,8.967
1.046,-1.912,2.952,9.017
1.065,-2.195,2.523,9.292
1.085,-1.484,2.260,8.533
1.104,-0.639,2.123,7.602
1.123,-0.797,2.310,6.414
1.143,-2.259,2.509,6.470
1.162,-2.932,1.997,7.087
1.182,-1.735,1.987,6.934
1.201,0.555,1.956,6.553
1.220,2.428,0.352,6.288
1.240,0.021,-0.694,7.044
1.259,-2.587,-1.261,8.569
1.278,1.025,-1.826,6.098
1.298,8.399,-3.785,2.189
1.317,7.429,-4.517,3.280
1.337,-2.185,-2.609,5.351
1.356,5.930,-6.275,2.641
